# ATNF Pulsar Catalogue periods and characteristic ages.
# Source: Manchester, Hobbs, Teoh & Hobbs 2005, AJ 129, 1993,
#   VizieR B/psr (CDS catalogue B/psr).
#   https://cdsarc.cds.unistra.fr/viz-bin/cat/B/psr
# Downloaded 2026-08-17 via VizieR Harvard.
#
# One row per pulsar that has both a barycentric period P0 and a
#   characteristic age Age = P/(2Pdot). Pulsars without a measured
#   spin-down are omitted. VizieR B/psr does not publish Pdot as a
#   column; the film recovers it as P / (2 tau).
# Age is in years as tabulated. Edot is the catalogue spin-down
#   luminosity in erg/s. dm_pc_cm3 and distance_kpc are blank when
#   the catalogue has no value.
# This is the 2005 VizieR snapshot, not a live ATNF query.
jname,period_s,dm_pc_cm3,distance_kpc,age_yr,edot_erg_s
J1834-0742,0.78835356653500,552.000000,6.91,385000.0,2.600e+33
J1834-0812,0.49114155630000,1020.000000,10.34,781000.0,3.300e+33
J1834-0845,2.48230180000000,,,4940.0,2.100e+34
J1834-1202,0.61025878195700,342.400000,6.28,1430000000.0,1.200e+30
J1834-1710,0.35830604929100,123.800000,3.53,121000000.0,4.000e+31
J1834-1855,1.46565577133000,185.200000,6.21,12000000.0,2.400e+31
J1835-0114,0.00511638764424,98.000000,2.67,11600000000.0,2.100e+33
J1835-0349,0.84186451859000,269.600000,5.25,4360000.0,2.000e+32
J1835-0522,1.08774918841000,456.000000,7.13,36400000.0,1.500e+31
J1835-0643,0.30583009771200,472.900000,6.44,120000.0,5.600e+34
J1835-0924,0.85919203520000,471.000000,6.62,636000.0,1.300e+33
J1835-09242,0.23524892497200,500.000000,6.85,315000000.0,3.600e+31
J1835-0928,0.62173399423000,450.000000,6.36,10200000.0,1.600e+32
J1835-0944,0.14534682252100,277.200000,4.67,525000.0,5.600e+34
J1835-0946,0.37953610601000,193.300000,4.04,139000000.0,3.100e+31
J1835-1020,0.30244810864400,113.700000,2.57,810000.0,8.400e+33
J1835-1106,0.16590697814950,132.679000,3.08,128000.0,1.800e+35
J1835-1548,0.67048566238000,327.000000,15.04,6110000.0,2.300e+32
J1836+5925,0.17326383602800,,,1830000.0,1.100e+34
J1836-0436,0.35423650771800,231.500000,4.62,3380000.0,1.500e+33
J1836-0517,0.45724503044000,564.000000,8.08,5560000.0,5.400e+32
J1836-1008,0.56271073614000,316.980000,5.39,756000.0,2.600e+33
J1836-1324,0.17875635177310,157.330000,3.91,2730000.0,7.200e+33
J1836-2354A,0.00335433608291,89.107000,3.20,22900000000.0,2.400e+33
J1837+0053,0.47351252978000,124.000000,3.24,199000000.0,1.400e+31
J1837+1221,1.96353198352000,100.600000,6.10,5020000.0,3.200e+31
J1837-0045,0.61703669554100,86.980000,2.55,5800000.0,2.800e+32
J1837-0559,0.20106257402900,317.800000,5.01,964000.0,1.600e+34
J1837-0604,0.09629420774000,462.000000,6.19,33800.0,2.000e+36
J1837-0653,1.90580870607000,316.100000,4.93,39100000.0,4.400e+30
J1837-1243,1.87601852435000,300.000000,7.51,814000.0,2.200e+32
J1837-1837,0.61835769738700,100.740000,3.04,1780000.0,9.200e+32
J1838+1650,1.90196739931000,33.900000,1.84,11300000.0,1.500e+31
J1838-0107,0.44442572461690,268.900000,5.83,1290000000.0,2.500e+30
J1838-0453,0.38083077683000,621.000000,8.28,52200.0,8.300e+34
J1838-0537,0.14570774020000,,,4890.0,6.000e+36
J1838-0549,0.23530320041900,274.000000,4.73,112000.0,1.000e+35
J1838-0624,0.92717774151000,424.000000,5.82,190000000.0,3.800e+30
J1838-0655,0.07049824396900,,6.60,22700.0,5.500e+36
J1838-1046,1.21835359632000,208.000000,4.35,6270000.0,6.700e+31
J1838-1849,0.48824200896000,169.900000,6.30,193000000.0,1.400e+31
J1839+15,0.54916053388000,68.100000,3.94,333000.0,6.200e+33
J1839-0223,1.26679012424000,330.000000,5.78,4210000.0,9.200e+31
J1839-0321,0.23877781790000,449.100000,6.82,302000.0,3.600e+34
J1839-0332,2.67568226451000,195.100000,4.24,8910000.0,9.800e+30
J1839-0402,0.52093967954700,242.000000,4.69,1070000.0,2.100e+33
J1839-0436,0.14946065576200,292.700000,4.98,2920000.0,9.600e+33
J1839-0459,0.58531903782000,243.000000,4.59,2800000.0,6.500e+32
J1839-0627,0.48491367908000,88.500000,2.33,58300000.0,4.600e+31
J1839-0643,0.44954814984800,497.900000,6.55,1960000.0,1.600e+33
J1839-0905,0.41896884339900,348.000000,6.14,255000.0,1.400e+34
J1839-1238,1.91142802251000,169.800000,4.18,6120000.0,2.800e+31
J1840+0214,0.79747807530000,182.400000,5.42,1520000.0,6.500e+32
J1840+5640,1.65286185288690,26.774000,2.61,17500000.0,1.300e+31
J1840-0559,0.85936846681000,321.700000,5.04,1420000.0,6.000e+32
J1840-0626,1.89335269990000,748.000000,8.99,1300000.0,1.300e+32
J1840-0643,0.03557787550000,500.000000,6.73,2560000.0,1.900e+35
J1840-0753,0.43786900170000,691.000000,11.71,69400000.0,4.700e+31
J1840-0809,0.95567213590900,349.800000,5.77,6440000.0,1.100e+32
J1840-0815,1.09643997222800,233.200000,4.50,7190000.0,7.200e+31
J1840-0840,5.30937668470000,272.000000,4.94,3550000.0,6.200e+30
J1840-1122,0.94096161661000,311.000000,8.30,2330000.0,3.000e+32
J1840-1207,0.75447042719200,302.300000,9.59,3740000.0,2.900e+32
J1840-1419,6.59756262270000,19.400000,1.01,16500000.0,8.700e+29
J1841+0130,0.02977277533320,125.880000,3.19,57700000.0,1.200e+34
J1841+0912,0.38131929412800,49.107000,2.49,5540000.0,7.800e+32
J1841-0157,0.66332109798100,475.000000,7.27,581000.0,2.400e+33
J1841-0310,1.65765645820000,216.000000,4.50,78300000.0,2.900e+30
J1841-0345,0.20406811505600,194.320000,4.15,55900.0,2.700e+35
J1841-0425,0.18614885795630,325.487000,5.17,461000.0,3.900e+34
J1841-0456,11.78897840000000,,9.60,4570.0,9.900e+32
J1841-0500,0.91291419632000,532.000000,6.77,416000.0,1.800e+33
J1841-0524,0.44574893108000,289.000000,4.89,30200.0,1.000e+35
J1841-1404,1.33455723050000,267.000000,10.85,33000000.0,1.100e+31
J1841-7845,0.35360253290000,41.000000,4.01,35000000.0,1.400e+32
J1842+0257,3.08825579295000,148.100000,3.93,1650000.0,4.000e+31
J1842+0358,0.23332620667900,109.900000,3.21,4560000.0,2.500e+33
J1842+0638,0.31301640103800,212.200000,11.04,65200000.0,9.800e+31
J1842+1332,0.47160357893000,102.500000,5.90,32600000.0,8.600e+31
J1842-0153,1.05422825038000,434.000000,6.49,2480000.0,2.300e+32
J1842-0309,0.40491964372000,955.000000,11.41,1420000.0,2.700e+33
J1842-0359,1.83994431515900,195.980000,4.15,57300000.0,3.200e+30
J1842-0415,0.52668224157500,188.000000,4.02,380000.0,5.900e+33
J1842-0612,0.56447537999000,485.000000,7.01,407000000.0,4.800e+30
J1842-0800,1.25546857429000,188.600000,4.23,103000000.0,3.900e+30
J1842-0905,0.34464275746700,343.300000,7.41,520000.0,1.000e+34
J1843+2024,3.40653867070000,85.300000,7.72,51900000.0,1.000e+30
J1843-0000,0.88033048188000,101.500000,2.73,1790000.0,4.500e+32
J1843-0050,0.78259846861000,507.000000,7.73,49700000.0,2.100e+31
J1843-0137,0.66987238665000,486.000000,7.13,4300000.0,3.200e+32
J1843-0211,2.02752438872000,441.700000,6.34,2220000.0,6.800e+31
J1843-0355,0.13231361837100,797.600000,8.81,2020000.0,1.800e+34
J1843-0408,0.78193369973000,246.000000,4.68,5180000.0,2.000e+32
J1843-0459,0.75496337007000,444.100000,6.15,14000000.0,7.800e+31
J1843-0510,0.67161382881900,257.000000,4.72,2730000.0,5.100e+32
J1843-0702,0.19161406310800,228.100000,4.57,1420000.0,1.200e+34
J1843-0744,0.47539252656100,321.000000,5.77,566000.0,4.900e+33
J1843-0806,0.53641366550600,215.800000,4.55,490000.0,4.400e+33
J1843-1113,0.00184566629242,59.960000,1.97,3050000000.0,6.000e+34
J1843-1448,0.00547133087551,114.510000,3.42,14000000000.0,1.500e+33
J1843-1507,0.58355037736200,215.500000,9.05,1280000.0,1.400e+33
J1844+0115,0.00418554393666,148.220000,3.45,6190000000.0,5.800e+33
J1844+1454,0.37546337852000,41.498000,2.61,3180000.0,1.400e+33
J1844-0030,0.64109785122000,605.000000,8.66,1670000.0,9.100e+32
J1844-0244,0.50772232211800,429.000000,5.99,481000.0,5.000e+33
J1844-0302,1.19863027492000,533.000000,6.80,2430000.0,1.800e+32
J1844-0310,0.52504914274000,836.100000,8.88,813000.0,2.800e+33
J1844-0433,0.99102661639500,123.158000,2.78,4010000.0,1.600e+32
J1844-0452,0.26944332141000,626.000000,8.06,6280000.0,1.400e+33
J1844-0502,0.33516252825000,318.000000,5.20,86000000.0,6.500e+31
J1844-0538,0.25569926808600,412.800000,6.18,417000.0,2.300e+34
J1845+0623,1.42165378409000,113.000000,3.53,41300000.0,7.500e+30
J1845-0316,0.20763572010000,500.000000,6.53,371000.0,3.900e+34
J1845-0434,0.48675079860000,230.800000,4.61,681000.0,3.900e+33
J1845-0545,1.09234815284000,315.900000,5.39,1290000.0,4.100e+32
J1845-0635,0.34052764699000,414.000000,7.56,1200000.0,4.500e+33
J1845-0743,0.10469454516300,281.000000,5.85,4520000.0,1.300e+34
J1845-0826,0.63435434676700,228.200000,4.87,1070000.0,1.400e+33
J1845-1114,0.20621998113210,206.700000,5.82,1630000.0,9.000e+33
J1845-1351,2.61891846726000,197.400000,7.10,4270000.0,2.100e+31
J1846+0051,0.43437287978400,140.000000,3.20,613000.0,5.400e+33
J1846+0919,0.22555145330000,,,360000.0,3.400e+34
J1846-0257,4.47672253980000,237.000000,4.69,442000.0,7.100e+31
J1846-0258,0.32657128834000,,5.80,728.0,8.100e+36
J1846-0749,0.35010957285200,388.300000,10.10,4400000.0,1.200e+33
J1846-07492,0.86137964264100,192.000000,4.47,2630000.0,3.200e+32
J1846-7403,4.87883852610000,97.000000,4.07,12800000.0,2.100e+30
J1847-0130,6.70704572410000,667.000000,7.64,83300.0,1.700e+32
J1847-0402,0.59776915129400,141.979000,3.12,183000.0,9.600e+33
J1847-0427,0.25924664288000,188.300000,4.17,696000000.0,1.300e+31
J1847-0438,0.95799116473000,229.000000,4.72,1390000.0,4.900e+32
J1847-0443,0.34083213044100,454.900000,7.57,191000000.0,2.800e+31
J1847-0605,0.77816435331000,207.900000,4.59,2650000.0,3.900e+32
J1848+0351,0.19144266349400,336.600000,10.53,45100000.0,3.800e+32
J1848+0604,2.21860264699000,242.700000,8.78,9410000.0,1.400e+31
J1848+0647,0.50595673910000,27.900000,1.44,916000.0,2.700e+33
J1848+0826,0.32866472679000,90.770000,3.37,19100000.0,3.000e+32
J1848-0023,0.53762373255000,30.600000,1.55,5290000.0,4.100e+32
J1848-0055,0.27455668472000,1166.000000,15.15,3220000.0,2.600e+33
J1848-0123,0.65943205053000,159.531000,4.40,1990000.0,7.200e+32
J1848-0511,1.63712900720000,418.000000,7.78,2930000.0,8.000e+31
J1848-0601,0.22500447540400,496.600000,12.13,12400000.0,1.000e+33
J1848-1150,1.31221843801000,163.400000,4.77,14500000.0,2.500e+31
J1848-1414,0.29776954730700,134.470000,4.39,335000000.0,2.100e+31
J1848-1952,4.30818959857000,18.230000,0.95,2930000.0,1.100e+31
J1849+0127,0.54215548135000,207.300000,4.54,307000.0,6.900e+33
J1849+0409,0.76119408165500,56.100000,2.41,559000.0,1.900e+33
J1849+2423,0.27564149867101,62.239000,4.02,28600000.0,2.900e+32
J1849-0001,0.03851894343200,,,42900.0,9.800e+36
J1849-0040,0.67248060717000,1234.900000,20.86,956000.0,1.400e+33
J1849-0317,0.66840782878000,42.900000,1.90,481000.0,2.900e+33
J1849-0614,0.95338418817000,119.600000,2.84,280000.0,2.500e+33
J1849-0636,1.45131947107800,148.168000,3.68,497000.0,6.000e+32
J1850+0026,1.08184378189000,201.400000,4.27,47700000.0,1.100e+31
J1850+0124,0.00355976376804,118.890000,2.97,5180000000.0,9.500e+33
J1850+0242,0.00447986404710,540.068000,13.10,437000000.0,7.100e+34
J1850+0423,0.29071621716200,265.800000,7.38,50400000.0,1.500e+32
J1850+1335,0.34558189807250,60.147000,3.14,3670000.0,1.400e+33
J1850-0006,2.19149796800000,570.000000,7.21,8040000.0,1.600e+31
J1850-0026,0.16663392425140,947.000000,10.69,67500.0,3.300e+35
J1850-0031,0.73418485978000,895.000000,9.98,9210000.0,1.300e+32
J1851+0118,0.90697686069000,418.000000,6.75,105000.0,7.200e+33
J1851+0418,0.28469747249800,115.540000,3.17,4140000.0,1.900e+33
J1851+1259,1.20530328456000,70.615000,3.50,1660000.0,2.600e+32
J1851-0029,0.51872143502500,510.000000,6.86,1730000.0,1.300e+33
J1851-0053,1.40906524128000,24.000000,1.24,25600000.0,1.200e+31
J1851-0114,0.95318168518000,427.200000,6.28,6080000.0,1.100e+32
J1851-0241,0.43519385185000,515.000000,7.62,866000.0,3.800e+33
J1852+0008,0.46789411307500,254.900000,5.10,1310000.0,2.200e+33
J1852+0013,0.95775094505000,545.000000,7.22,1080000.0,6.300e+32
J1852+0031,2.18019517754000,787.000000,8.00,356000.0,3.700e+32
J1852+0040,0.10491261114700,,10.00,192000000.0,3.000e+32
J1852+0305,1.32614856700000,320.000000,6.73,206000000.0,1.700e+30
J1852-0118,0.45147285265000,286.000000,5.40,4070000.0,7.500e+32
J1852-0127,0.42897892562000,431.000000,6.43,1320000.0,2.600e+33
J1852-0635,0.52415088472000,171.000000,4.60,567000.0,4.000e+33
J1852-2610,0.33633713162000,56.814000,2.26,60800000.0,9.100e+31
J1853+0011,0.39788189363300,568.800000,7.48,188000.0,2.100e+34
J1853+0056,0.27557759958000,180.900000,3.82,204000.0,4.000e+34
J1853+0505,0.90513735425000,279.000000,7.54,11200000.0,6.800e+31
J1853+0545,0.12640033324309,198.700000,4.77,3270000.0,1.200e+34
J1853+0853,3.91465791570000,214.000000,7.54,12100000.0,3.400e+30
J1853+1303,0.00409179738146,30.570100,1.60,7440000000.0,5.000e+33
J1853-0004,0.10143574619810,438.200000,6.58,288000.0,2.100e+35
J1853-0649,1.04813210508700,44.541000,1.89,10700000.0,5.300e+31
J1854+0306,4.55782009620000,192.400000,4.11,498000.0,6.100e+31
J1854+0317,1.36644964710000,404.000000,7.95,11700000.0,2.900e+31
J1854+1050,0.57319698907800,207.200000,8.27,14200000.0,1.300e+32
J1854-1421,1.14659484711800,130.400000,5.23,4370000.0,1.100e+32
J1854-1557,3.45320000000000,160.000000,11.75,12100000.0,4.300e+30
J1855+0205,0.24681676997320,867.300000,16.48,60500000.0,1.700e+32
J1855+0307,0.84534757461000,402.500000,7.45,740000.0,1.200e+33
J1855+0422,1.67810632950000,438.000000,9.85,28600000.0,7.800e+30
J1855+0527,1.39348448168000,362.000000,9.70,82600.0,3.900e+33
J1855+0700,0.25868464807100,244.000000,6.84,5450000.0,1.700e+33
J1855-0941,0.34540115992000,151.990000,4.87,22800000.0,2.300e+32
J1856+0102,0.62021711513500,554.000000,8.61,8040000.0,2.000e+32
J1856+0113,0.26743960987000,96.740000,3.30,20300.0,4.300e+35
J1856+0245,0.08090668906000,623.500000,10.29,20600.0,4.600e+36
J1856+0404,0.42025215518000,341.300000,6.98,180000000.0,2.000e+31
J1856-0526,0.37048341742900,130.500000,3.45,3460000.0,1.300e+33
J1856-3754,7.05520287000000,,0.16,3760000.0,3.300e+30
J1857+0057,0.35692899802200,82.390000,2.63,104000000.0,4.700e+31
J1857+0143,0.13976006451500,249.000000,5.18,71000.0,4.500e+35
J1857+0210,0.63098305833000,783.000000,15.01,712000.0,2.200e+33
J1857+0212,0.41582305526300,506.770000,8.00,164000.0,2.200e+34
J1857+0526,0.34995117752200,466.400000,11.44,800000.0,6.400e+33
J1857+0809,0.50292387051600,282.000000,8.72,1680000.0,1.500e+33
J1857+0943,0.00536210054793,13.298400,0.70,4760000000.0,4.600e+33
J1857-1027,3.68721904770000,108.900000,3.64,5540000.0,8.300e+30
J1858+0215,0.74582803200000,702.000000,12.46,2560000.0,4.400e+32
J1858+0241,4.69323293330000,336.000000,6.46,3060000.0,9.300e+30
J1858+0346,0.25684379795000,386.000000,7.28,1990000.0,4.800e+33
J1858-0736,0.55105859100000,194.000000,7.20,1730000.0,1.200e+33
J1859+0601,1.04431270179000,276.000000,5.98,649000.0,8.800e+32
J1859+1526,0.93397158230800,97.450000,4.76,3770000.0,1.900e+32
J1900+0227,0.37426157516000,201.100000,4.32,1040000.0,4.300e+33
J1900+0308,0.00490923901642,249.898000,5.27,13200000000.0,2.000e+33
J1900+0634,0.38986910117800,323.400000,7.31,1210000.0,3.400e+33
J1900-0051,0.38519409486200,136.800000,3.30,42900000.0,9.800e+31
J1900-2600,0.61220920443830,37.994000,0.70,47400000.0,3.500e+31
J1900-7951,1.27919319350000,39.000000,3.87,10900000.0,3.500e+31
J1901+0124,0.31881725933500,314.400000,7.20,1560000.0,3.900e+33
J1901+0156,0.28821915934410,105.394000,2.96,1940000.0,3.900e+33
J1901+0254,1.29969344950000,185.000000,3.95,45200000.0,8.200e+30
J1901+0300,0.00779677625972,253.887000,5.50,2700000000.0,3.800e+33
J1901+0320,0.63658447822000,393.000000,7.74,19300000.0,8.000e+31
J1901+0331,0.65545023949000,402.080000,7.00,1390000.0,1.000e+33
J1901+0355,0.55475646483000,547.000000,10.18,690000.0,2.900e+33
J1901+0413,2.66307968300000,352.000000,6.91,321000.0,2.800e+32
J1901+0435,0.69057635810000,1042.600000,30.00,1260000.0,1.000e+33
J1901+0510,0.61475669408000,429.000000,8.47,313000.0,5.300e+33
J1901+0621,0.83200194892000,94.000000,3.11,732000000.0,1.200e+30
J1901+0716,0.64399866351000,252.810000,3.40,4460000.0,3.400e+32
J1901+1306,1.83085745300000,75.030000,3.53,221000000.0,8.400e+29
J1901-0312,0.35572518656900,106.400000,2.89,2460000.0,2.000e+33
J1901-0315,0.80169309688000,242.600000,6.95,4940000.0,2.000e+32
J1901-0906,1.78192776234300,72.677000,2.42,17200000.0,1.100e+31
J1901-1740,1.95685759005000,24.400000,1.27,37700000.0,4.300e+30
J1902+0248,1.22377745359000,272.000000,6.09,8060000.0,5.200e+31
J1902+0556,0.74657735643360,177.486000,3.60,919000.0,1.200e+33
J1902+0615,0.67350331693000,502.900000,7.00,1380000.0,1.000e+33
J1902+0723,0.48781262830000,105.000000,3.33,36800000.0,7.100e+31
J1902-0340,1.52467210600000,114.000000,3.13,12100000.0,2.200e+31
J1902-5105,0.00174239994991,36.250000,2.10,3000000000.0,6.900e+34
J1903+0135,0.72930386227300,245.167000,3.30,2870000.0,4.100e+32
J1903+0327,0.00214991236435,297.524500,6.45,1810000000.0,7.500e+34
J1903+0601,0.37411702825100,388.000000,7.84,309000.0,1.400e+34
J1903+0925,0.35715482026000,162.000000,4.17,153000.0,3.200e+34
J1903+2225,0.65118538418000,109.200000,7.86,23200000.0,6.400e+31
J1903-0258,0.30145877407900,113.000000,3.10,7030000.0,9.800e+32
J1903-0632,0.43188708466000,195.611000,8.77,2010000.0,1.700e+33
J1903-0848,0.88732464056000,66.990000,2.32,10600000.0,7.500e+31
J1903-7051,0.00359789801889,19.660000,1.13,5460000000.0,8.800e+33
J1904+0004,0.13952462862370,233.610000,6.43,18700000.0,1.700e+33
J1904+0412,0.07109489738070,185.900000,4.01,10200000000.0,1.200e+31
J1904+0451,0.00609236792963,182.705000,3.96,16900000000.0,1.000e+33
J1904+0738,0.20895833212160,278.320000,5.86,8060000.0,1.800e+33
J1904+0800,0.26334472587000,438.800000,9.20,241000.0,3.700e+34
J1904+1011,1.85656971650000,135.000000,4.03,107000000.0,1.700e+30
J1904-0150,0.37938716196700,162.200000,4.93,6760000.0,6.400e+32
J1904-1224,0.75080812238000,118.230000,5.63,16000000.0,6.900e+31
J1905+0400,0.00378440478824,25.692300,1.33,12200000000.0,3.600e+33
J1905+0600,0.44120973196600,730.100000,18.06,6280000.0,5.100e+32
J1905+0616,0.98970602319600,256.050000,5.24,116000.0,5.500e+33
J1905+0709,0.64804005430000,245.340000,4.98,2080000.0,7.200e+32
J1905+0902,0.21825291268460,433.400000,9.14,988000.0,1.300e+34
J1905-0056,0.64318125955800,229.131000,6.91,3340000.0,4.500e+32
J1906+0414,1.04336162865500,349.000000,9.21,1440000.0,4.000e+32
J1906+0641,0.26727500825910,472.800000,7.00,1980000.0,4.400e+33
J1906+0649,1.28656437956000,249.000000,5.07,134000000.0,2.800e+30
J1906+0722,0.11152413649780,,,49200.0,1.000e+36
J1906+0746,0.14407315538000,217.750800,7.40,113000.0,2.700e+35
J1906+0912,0.77534458995000,265.000000,5.63,92900000.0,1.100e+31
J1906+1854,1.01909277135000,156.720000,11.06,78600000.0,7.700e+30
J1907+0249,0.35187943982200,261.000000,7.49,4910000.0,1.000e+33
J1907+0345,0.24015326320800,311.700000,8.62,463000.0,2.300e+34
J1907+0534,1.13840271320000,524.000000,11.94,5730000.0,8.400e+31
J1907+0602,0.10663274626600,82.100000,3.01,19500.0,2.800e+36
J1907+0731,0.36367633000500,239.800000,4.89,313000.0,1.500e+34
J1907+0740,0.57469795195400,332.000000,6.84,13600000.0,1.400e+32
J1907+0918,0.22610710998780,357.900000,7.68,38000.0,3.200e+35
J1907+0919,5.19834600000000,,,895.0,2.600e+34
J1907+1149,1.42016034143000,202.800000,5.28,141000.0,2.200e+33
J1907+1247,0.82709737059000,257.000000,7.18,6730000.0,1.400e+32
J1907+4002,1.23575745278100,30.960000,1.76,36200000.0,1.100e+31
J1907-1532,0.63223532885000,72.600000,3.09,3250000.0,4.800e+32
J1908+0457,0.84679284620000,360.000000,9.30,13700000.0,6.400e+31
J1908+0500,0.29102078676000,201.420000,4.43,1780000.0,4.100e+33
J1908+0734,0.21235267331900,11.104000,0.58,4080000.0,3.400e+33
J1908+0839,0.18539724391900,512.100000,9.42,1230000.0,1.500e+34
J1908+0909,0.33655465176200,467.500000,8.81,153000.0,3.600e+34
J1908+0916,0.83026988471000,249.800000,5.17,134000000.0,6.800e+30
J1908+2351,0.37757802600000,101.500000,6.63,352000000.0,1.200e+31
J1909+0007,1.01694836198000,112.787000,3.26,2920000.0,2.100e+32
J1909+0254,0.98983120721000,171.734000,4.50,2840000.0,2.200e+32
J1909+0616,0.75599276085000,352.000000,8.59,582000.0,1.900e+33
J1909+0641,0.74176195245200,36.700000,1.86,3650000.0,3.100e+32
J1909+0749,0.23716129322000,539.360000,10.84,24700.0,4.500e+35
J1909+0912,0.22294927331800,421.500000,8.20,98700.0,1.300e+35
J1909+1102,0.28364133112420,149.982000,4.80,1700000.0,4.600e+33
J1909+1450,0.99610779520000,119.500000,4.94,72100000.0,8.700e+30
J1909+1859,0.54245109601000,64.477000,3.40,88600000.0,2.400e+31
J1909-3744,0.00294710806916,10.393200,1.14,3330000000.0,2.200e+34
J1910+0225,0.33785484526900,209.000000,6.33,20400000.0,2.700e+32
J1910+0358,2.33026282052000,82.930000,2.95,8260000.0,1.400e+31
J1910+0534,0.45286735393000,484.000000,15.39,3730000.0,8.200e+32
J1910+0714,2.71242283840000,124.060000,3.60,7020000.0,1.200e+31
J1910+0728,0.32541532197400,283.700000,6.04,621000.0,9.500e+33
J1910+1231,1.44174159261200,258.640000,6.47,2780000.0,1.100e+32
J1910+1256,0.00498358394057,38.070100,1.95,8150000000.0,3.100e+33
J1910-0112,1.36060292800000,178.000000,6.44,121000000.0,2.800e+30
J1910-0309,0.50460460781700,205.530000,10.25,3660000.0,6.700e+32
J1910-5959A,0.00326618657079,33.699800,4.55,17600000000.0,3.300e+33
J1910-5959C,0.00527732693231,33.210000,2.16,38700000000.0,5.800e+32
J1910-5959D,0.00903528524777,33.280000,2.15,148000000.0,5.200e+34
J1911+1347,0.00462596246526,30.990000,1.60,4280000000.0,6.800e+33
J1911+1758,0.46040581878000,48.971000,2.54,557000000.0,5.300e+30
J1911-1114,0.00362574557140,30.975000,1.59,4060000000.0,1.200e+34
J1912+1036,0.40934948586200,147.000000,4.23,411000.0,9.100e+33
J1912+2104,2.23296902827300,88.340000,4.84,3480000.0,3.600e+31
J1912+2525,0.62197624506000,37.836000,2.02,43800000.0,3.700e+31
J1913+0446,1.61612987171000,109.100000,3.41,91800.0,2.600e+33
J1913+0832,0.13440900357500,355.200000,7.76,466000.0,7.400e+34
J1913+0904,0.16324578577500,95.300000,3.49,147000.0,1.600e+35
J1913+0936,1.24196459936000,157.000000,4.22,45600000.0,8.900e+30
J1913+1000,0.83714819649000,422.000000,7.89,792000.0,1.100e+33
J1913+1011,0.03590861279827,178.800000,4.48,169000.0,2.900e+36
J1913+1145,0.30606864497000,637.000000,15.06,967000.0,6.900e+33
J1913+1330,0.92339055858000,175.640000,5.35,1690000.0,4.400e+32
J1913+1400,0.52147271408170,145.052000,5.07,10300000.0,2.200e+32
J1913+3732,0.85107894890200,69.000000,5.50,9780000.0,8.800e+31
J1913-0440,0.82593580309600,89.385000,3.22,3220000.0,2.900e+32
J1914+0219,0.45752657350700,233.800000,9.77,7120000.0,4.200e+32
J1914+0631,0.69381120574000,58.000000,2.68,331000000.0,3.900e+30
J1914+1122,0.60099749634000,100.000000,3.80,14500000.0,1.200e+32
J1915+0227,0.31730623323190,192.600000,7.01,16800000.0,3.700e+32
J1915+0738,1.54270444942000,39.000000,1.98,7390000.0,3.600e+31
J1915+0752,2.05831378861000,105.300000,3.56,235000000.0,6.300e+29
J1915+0838,0.34277679653000,358.000000,8.12,3460000.0,1.500e+33
J1915+1009,0.40454747446600,241.693000,7.00,420000.0,9.100e+33
J1915+1410,0.29749412167000,273.700000,7.76,96300000.0,7.300e+31
J1915+1606,0.05903000321800,168.770000,7.13,108000000.0,1.700e+33
J1915+1647,1.61623149512600,62.570000,3.16,63200000.0,3.800e+30
J1916+0748,0.54175211381000,304.000000,8.24,802000.0,2.700e+33
J1916+0844,0.43999527206700,339.400000,7.98,2400000.0,1.300e+33
J1916+0852,2.18274598950000,295.000000,6.98,2640000.0,5.000e+31
J1916+0951,0.27025443956450,60.953000,2.88,1700000.0,5.000e+33
J1916+1023,1.61833892080000,329.800000,6.93,37700000.0,6.300e+30
J1916+1030,0.62896972129000,387.200000,7.55,293000000.0,5.400e+30
J1916+1225,0.22738748879200,265.310000,6.19,154000.0,7.900e+34
J1916+1312,0.28184240740000,237.009000,4.50,1220000.0,6.400e+33
J1917+0834,2.12966536402400,29.180000,1.51,1930000.0,7.100e+31
J1917+1353,0.19463098279800,94.538000,5.00,428000.0,3.900e+34
J1917+1737,0.33472522676000,208.000000,10.21,16400000.0,3.400e+32
J1917+2224,0.42589725422500,134.930000,8.04,2360000.0,1.500e+33
J1918+1444,1.18102329730000,27.202000,1.41,88100.0,5.100e+33
J1918+1541,0.37088299877000,13.000000,0.68,2310000.0,2.000e+33
J1918-0642,0.00764587288391,26.554000,0.91,4710000000.0,2.300e+33
J1918-1052,0.79869254235800,62.730000,2.78,14600000.0,6.700e+31
J1919+0021,1.27226037471000,90.315000,3.32,2630000.0,1.500e+32
J1919+0134,1.60398355528000,191.900000,10.23,43100000.0,5.600e+30
J1919+1314,0.57139986059500,613.400000,20.84,2390000.0,8.000e+32
J1919+1645,0.56278998669700,208.000000,9.56,41300000.0,4.800e+31
J1919+1745,2.08134345972400,142.300000,6.86,19300000.0,7.500e+30
J1920+1040,2.21580173889000,304.000000,7.19,5420000.0,2.400e+31
J1920+1110,0.50988582045000,182.000000,5.01,51800000.0,4.600e+31
J1920+2650,0.78552184952700,27.620000,1.46,362000000.0,2.800e+30
J1921+0812,0.21064841210280,84.000000,3.47,622000.0,2.300e+34
J1921+1419,0.61818259083200,91.640000,4.08,1750000.0,9.400e+32
J1921+1544,0.14357568140940,385.000000,15.10,2320000.0,1.300e+34
