# Single-mode RR Lyrae stars in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2016 (Acta Astronomica 66, 131), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/66/131 tables lmcrrabc/smcrrabc. Downloaded 2026-08-17.
#
# RRab (fundamental mode) and RRc (first overtone) only. Double-mode RRd and
#   anomalous aRRd stars are left out — they pulsate in two periods at once and
#   would smear both the Bailey diagram and the period–luminosity ridge.
# Every star has an intensity-mean V and I magnitude and an I-band amplitude.
#   Mean magnitudes are apparent: no extinction correction has been applied.
#   The Wesenheit index I - 1.55 (V - I) is derived in the scene, not stored.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum
#   light (HJD - 2450000). i_amplitude_mag is peak-to-peak I-band amplitude.
# One row per star.
cloud,star,type,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag
LMC,OGLE-LMC-RRLYR-09828,RRab,0.4752309,6000.33595,19.329,18.974,0.883
LMC,OGLE-LMC-RRLYR-09829,RRab,0.5630061,6000.01612,19.519,18.915,0.671
LMC,OGLE-LMC-RRLYR-09830,RRab,0.6131344,6000.41336,19.391,18.819,0.480
LMC,OGLE-LMC-RRLYR-09831,RRab,0.5091115,6000.11806,19.811,19.199,0.815
LMC,OGLE-LMC-RRLYR-09832,RRc,0.3615533,6000.34586,19.615,19.015,0.304
LMC,OGLE-LMC-RRLYR-09833,RRab,0.6431130,6000.00274,19.607,18.921,0.570
LMC,OGLE-LMC-RRLYR-09835,RRc,0.2484648,6000.14955,19.658,19.290,0.257
LMC,OGLE-LMC-RRLYR-09836,RRab,0.6447203,6000.47250,19.682,18.971,0.264
LMC,OGLE-LMC-RRLYR-09837,RRab,0.6247202,6000.43472,19.319,18.695,0.448
LMC,OGLE-LMC-RRLYR-09838,RRab,0.5801920,6000.49154,19.475,18.858,0.512
LMC,OGLE-LMC-RRLYR-09839,RRab,0.5829674,6000.39906,19.387,18.804,0.475
LMC,OGLE-LMC-RRLYR-09840,RRab,0.6142356,6000.17832,19.116,18.560,0.255
LMC,OGLE-LMC-RRLYR-09841,RRab,0.6324412,6000.46494,19.283,18.680,0.315
LMC,OGLE-LMC-RRLYR-09842,RRab,0.6099153,6000.40458,19.436,18.805,0.393
LMC,OGLE-LMC-RRLYR-09843,RRc,0.2666590,6000.00518,19.666,19.224,0.146
LMC,OGLE-LMC-RRLYR-09844,RRab,0.4605470,6000.21287,19.279,18.875,0.831
LMC,OGLE-LMC-RRLYR-09846,RRab,0.6309280,6000.04880,19.350,18.755,0.281
LMC,OGLE-LMC-RRLYR-09847,RRab,0.3959605,6000.15854,19.925,19.421,0.821
LMC,OGLE-LMC-RRLYR-09848,RRc,0.3261970,6000.03565,18.638,18.231,0.044
LMC,OGLE-LMC-RRLYR-09849,RRab,0.6561579,6000.37231,19.378,18.750,0.587
LMC,OGLE-LMC-RRLYR-09850,RRab,0.4549610,6000.18276,19.519,19.019,0.472
LMC,OGLE-LMC-RRLYR-09852,RRc,0.3226757,6000.12432,19.178,18.762,0.210
LMC,OGLE-LMC-RRLYR-09853,RRab,0.6852466,6000.21181,19.350,18.741,0.586
LMC,OGLE-LMC-RRLYR-09854,RRab,0.5889661,6000.21993,19.433,18.820,0.502
LMC,OGLE-LMC-RRLYR-09855,RRab,0.7451079,6000.24238,19.225,18.593,0.477
LMC,OGLE-LMC-RRLYR-09857,RRab,0.5190295,6000.19921,19.451,18.903,0.750
LMC,OGLE-LMC-RRLYR-09858,RRab,0.6213793,6000.51018,19.292,18.686,0.656
LMC,OGLE-LMC-RRLYR-09859,RRab,0.5561328,6000.44873,19.231,18.703,0.605
LMC,OGLE-LMC-RRLYR-09860,RRab,0.4934477,6000.06545,19.795,19.133,0.792
LMC,OGLE-LMC-RRLYR-09861,RRab,0.5910932,6000.17149,19.444,18.823,0.543
LMC,OGLE-LMC-RRLYR-09862,RRc,0.3170405,6000.28798,19.308,18.827,0.098
LMC,OGLE-LMC-RRLYR-09863,RRab,0.5671323,6000.21324,19.288,18.825,0.792
LMC,OGLE-LMC-RRLYR-09864,RRc,0.2916913,6000.08310,19.331,18.903,0.311
LMC,OGLE-LMC-RRLYR-09865,RRc,0.2890490,6000.23057,19.373,18.959,0.320
LMC,OGLE-LMC-RRLYR-09867,RRab,0.5904651,6000.17663,19.220,18.686,0.767
LMC,OGLE-LMC-RRLYR-09868,RRc,0.2735838,6000.04824,19.169,18.855,0.266
LMC,OGLE-LMC-RRLYR-09869,RRab,0.6742525,6000.06328,19.207,18.595,0.365
LMC,OGLE-LMC-RRLYR-09871,RRab,0.5229144,6000.21560,19.422,18.859,0.649
LMC,OGLE-LMC-RRLYR-09872,RRab,0.4822525,6000.01624,19.158,18.742,0.658
LMC,OGLE-LMC-RRLYR-09873,RRab,0.6194319,6000.42758,19.207,18.613,0.609
LMC,OGLE-LMC-RRLYR-09874,RRc,0.3092280,6000.21318,19.216,18.838,0.263
LMC,OGLE-LMC-RRLYR-09875,RRc,0.3773004,6000.03278,19.215,18.761,0.246
LMC,OGLE-LMC-RRLYR-09876,RRab,0.5633552,6000.29648,19.322,18.777,0.530
LMC,OGLE-LMC-RRLYR-09877,RRc,0.4005960,6000.08754,19.476,18.734,0.107
LMC,OGLE-LMC-RRLYR-09878,RRc,0.2781911,6000.01708,19.320,18.939,0.181
LMC,OGLE-LMC-RRLYR-09879,RRab,0.5149437,6000.24313,20.188,19.363,0.825
LMC,OGLE-LMC-RRLYR-09880,RRab,0.5667549,6000.13377,19.283,18.735,0.502
LMC,OGLE-LMC-RRLYR-09882,RRab,0.5514231,6000.42520,19.222,18.679,0.552
LMC,OGLE-LMC-RRLYR-09883,RRab,0.6185844,6000.60188,19.410,18.784,0.380
LMC,OGLE-LMC-RRLYR-09884,RRab,0.4829117,6000.24268,19.475,18.932,0.834
LMC,OGLE-LMC-RRLYR-09885,RRc,0.3426707,6000.30737,19.517,18.863,0.244
LMC,OGLE-LMC-RRLYR-09886,RRab,0.5515970,6000.49453,19.542,18.972,0.637
LMC,OGLE-LMC-RRLYR-09887,RRab,0.5425905,6000.07552,19.535,18.968,0.467
LMC,OGLE-LMC-RRLYR-09889,RRab,0.7556858,6000.60025,19.137,18.569,0.240
LMC,OGLE-LMC-RRLYR-09890,RRc,0.3119521,6000.02652,19.465,18.997,0.270
LMC,OGLE-LMC-RRLYR-09891,RRab,0.5859512,6000.29998,19.313,18.719,0.448
LMC,OGLE-LMC-RRLYR-09892,RRab,0.5464426,6000.43125,19.321,18.791,0.703
LMC,OGLE-LMC-RRLYR-09893,RRab,0.6257141,6000.00281,19.563,18.908,0.621
LMC,OGLE-LMC-RRLYR-09894,RRab,0.6310735,6000.58884,19.373,18.747,0.317
LMC,OGLE-LMC-RRLYR-09895,RRab,0.6299445,6000.46756,19.434,18.784,0.294
LMC,OGLE-LMC-RRLYR-09896,RRab,0.5395031,6000.52329,19.613,18.985,0.621
LMC,OGLE-LMC-RRLYR-09898,RRc,0.3375594,6000.28305,19.519,19.039,0.291
LMC,OGLE-LMC-RRLYR-09899,RRc,0.2633104,6000.14814,19.266,19.082,0.218
LMC,OGLE-LMC-RRLYR-09901,RRab,0.5680781,6000.13921,19.502,18.864,0.398
LMC,OGLE-LMC-RRLYR-09902,RRab,0.6629609,6000.54904,19.136,18.565,0.391
LMC,OGLE-LMC-RRLYR-09904,RRab,0.5718563,6000.38728,19.499,18.884,0.630
LMC,OGLE-LMC-RRLYR-09905,RRab,0.5599211,6000.41861,19.765,19.106,0.538
LMC,OGLE-LMC-RRLYR-09906,RRab,0.4786352,6000.38193,19.498,19.006,0.778
LMC,OGLE-LMC-RRLYR-09907,RRab,0.5752402,6000.19260,19.377,18.809,0.595
LMC,OGLE-LMC-RRLYR-09908,RRab,0.4981125,6000.08281,19.497,19.017,0.794
LMC,OGLE-LMC-RRLYR-09909,RRab,0.6959598,6000.64847,19.196,18.623,0.360
LMC,OGLE-LMC-RRLYR-09910,RRc,0.3327355,6000.02551,19.099,18.730,0.210
LMC,OGLE-LMC-RRLYR-09911,RRab,0.5266461,6000.09465,19.352,18.793,0.461
LMC,OGLE-LMC-RRLYR-09912,RRab,0.4952860,6000.00694,19.821,19.190,0.810
LMC,OGLE-LMC-RRLYR-09913,RRab,0.5987127,6000.06387,19.211,18.633,0.393
LMC,OGLE-LMC-RRLYR-09914,RRc,0.2805799,6000.19666,19.492,19.115,0.229
LMC,OGLE-LMC-RRLYR-09915,RRab,0.5889283,6000.58387,19.600,18.977,0.689
LMC,OGLE-LMC-RRLYR-09916,RRab,0.7379594,6000.08054,19.162,18.522,0.346
LMC,OGLE-LMC-RRLYR-09917,RRab,0.5088545,6000.45512,19.265,18.800,0.717
LMC,OGLE-LMC-RRLYR-09918,RRc,0.2711487,6000.24328,18.914,18.627,0.086
LMC,OGLE-LMC-RRLYR-09919,RRab,0.5026469,6000.49634,19.363,18.920,0.848
LMC,OGLE-LMC-RRLYR-09920,RRab,0.5513111,6000.48489,19.344,18.762,0.598
LMC,OGLE-LMC-RRLYR-09921,RRab,0.5095847,6000.34862,19.265,18.955,0.867
LMC,OGLE-LMC-RRLYR-09922,RRab,0.5377825,6000.16493,19.424,18.826,0.439
LMC,OGLE-LMC-RRLYR-09924,RRab,0.5223852,6000.03624,19.266,18.697,0.714
LMC,OGLE-LMC-RRLYR-09925,RRab,0.5011116,6000.08807,19.261,18.764,0.761
LMC,OGLE-LMC-RRLYR-09926,RRab,0.5453280,6000.35039,19.394,18.611,0.661
LMC,OGLE-LMC-RRLYR-09928,RRab,0.4460311,6000.42310,19.429,18.928,0.862
LMC,OGLE-LMC-RRLYR-09929,RRc,0.3040321,6000.04852,19.934,19.379,0.213
LMC,OGLE-LMC-RRLYR-09930,RRab,0.5330536,6000.49351,19.481,18.908,0.734
LMC,OGLE-LMC-RRLYR-09931,RRab,0.5009456,6000.10001,19.008,18.658,0.738
LMC,OGLE-LMC-RRLYR-09932,RRc,0.2877194,6000.00242,19.293,18.873,0.235
LMC,OGLE-LMC-RRLYR-09933,RRab,0.6118599,6000.04393,19.354,18.701,0.478
LMC,OGLE-LMC-RRLYR-09934,RRab,0.5699035,6000.52931,19.582,18.951,0.509
LMC,OGLE-LMC-RRLYR-09935,RRab,0.5833413,6000.42166,19.779,19.008,0.497
LMC,OGLE-LMC-RRLYR-09936,RRab,0.6059265,6000.24089,19.392,18.764,0.445
LMC,OGLE-LMC-RRLYR-09937,RRab,0.5524019,6000.46771,19.478,18.908,0.729
LMC,OGLE-LMC-RRLYR-09938,RRab,0.5412766,6000.47197,19.625,19.030,0.697
LMC,OGLE-LMC-RRLYR-09939,RRab,0.6013278,6000.44059,18.980,18.463,0.501
LMC,OGLE-LMC-RRLYR-09940,RRab,0.5544039,6000.50854,20.396,19.550,0.571
LMC,OGLE-LMC-RRLYR-09941,RRc,0.2822960,6000.08570,19.340,19.020,0.357
LMC,OGLE-LMC-RRLYR-09942,RRab,0.5278751,6000.48292,19.505,18.948,0.475
LMC,OGLE-LMC-RRLYR-09943,RRab,0.5465383,6000.40543,19.436,18.867,0.624
LMC,OGLE-LMC-RRLYR-09945,RRab,0.6090261,6000.50593,19.324,18.756,0.433
LMC,OGLE-LMC-RRLYR-09946,RRab,0.5189788,6000.27362,19.374,18.840,0.637
LMC,OGLE-LMC-RRLYR-09947,RRab,0.5465780,6000.22987,19.179,18.623,0.432
LMC,OGLE-LMC-RRLYR-09948,RRab,0.6596673,6000.15089,19.203,18.628,0.536
LMC,OGLE-LMC-RRLYR-09949,RRab,0.7100602,6000.52068,19.004,18.445,0.607
LMC,OGLE-LMC-RRLYR-09951,RRab,0.5337696,6000.09909,19.793,18.686,0.485
LMC,OGLE-LMC-RRLYR-09952,RRc,0.3492141,6000.34786,19.001,18.646,0.306
LMC,OGLE-LMC-RRLYR-09954,RRab,0.5854178,6000.12863,19.359,18.756,0.525
LMC,OGLE-LMC-RRLYR-09955,RRab,0.6494482,6000.36578,19.241,18.730,0.456
LMC,OGLE-LMC-RRLYR-09956,RRab,0.5771767,6000.52214,19.251,18.687,0.414
LMC,OGLE-LMC-RRLYR-09957,RRab,0.6255412,6000.45880,19.437,18.811,0.353
LMC,OGLE-LMC-RRLYR-09959,RRab,0.6400673,6000.43416,19.291,18.723,0.641
LMC,OGLE-LMC-RRLYR-09960,RRab,0.6196075,6000.16977,19.010,18.523,0.291
LMC,OGLE-LMC-RRLYR-09961,RRab,0.6011828,6000.27113,19.230,18.707,0.478
LMC,OGLE-LMC-RRLYR-09962,RRc,0.4064758,6000.38409,19.271,18.723,0.139
LMC,OGLE-LMC-RRLYR-09963,RRab,0.7267826,6000.51349,19.458,18.728,0.321
LMC,OGLE-LMC-RRLYR-09964,RRab,0.5970936,6000.13928,19.415,18.771,0.441
LMC,OGLE-LMC-RRLYR-09965,RRab,0.4541080,6000.31513,19.326,18.825,0.578
LMC,OGLE-LMC-RRLYR-09966,RRc,0.3372336,6000.15570,19.158,18.719,0.309
LMC,OGLE-LMC-RRLYR-09967,RRc,0.3393792,6000.14519,19.399,18.939,0.261
LMC,OGLE-LMC-RRLYR-09968,RRab,0.5810806,6000.19534,19.566,18.926,0.552
LMC,OGLE-LMC-RRLYR-09969,RRab,0.5706706,6000.42140,19.199,18.654,0.380
LMC,OGLE-LMC-RRLYR-09970,RRab,0.5028366,6000.35620,19.556,18.916,0.349
LMC,OGLE-LMC-RRLYR-09971,RRab,0.4786514,6000.33269,19.430,18.943,0.834
LMC,OGLE-LMC-RRLYR-09972,RRab,0.6525921,6000.14647,19.333,18.798,0.298
LMC,OGLE-LMC-RRLYR-09973,RRab,0.5935751,6000.00772,19.305,18.639,0.516
LMC,OGLE-LMC-RRLYR-09975,RRc,0.2824743,6000.09824,19.605,19.193,0.161
LMC,OGLE-LMC-RRLYR-09976,RRab,0.6475685,6000.11263,19.512,18.844,0.471
LMC,OGLE-LMC-RRLYR-09977,RRc,0.2925770,6000.02897,19.284,18.895,0.344
LMC,OGLE-LMC-RRLYR-09978,RRab,0.6387713,6000.06591,19.354,18.691,0.369
LMC,OGLE-LMC-RRLYR-09979,RRab,0.5865043,6000.35519,19.637,19.023,0.485
LMC,OGLE-LMC-RRLYR-09980,RRab,0.5149971,6000.00340,19.218,18.714,0.531
LMC,OGLE-LMC-RRLYR-09981,RRab,0.4676614,6000.12796,20.470,19.574,0.797
LMC,OGLE-LMC-RRLYR-09982,RRab,0.5430684,6000.24463,19.780,19.109,0.830
LMC,OGLE-LMC-RRLYR-09983,RRab,0.6284490,6000.17752,19.321,18.695,0.469
LMC,OGLE-LMC-RRLYR-09984,RRab,0.4927841,6000.20952,19.674,19.102,0.746
LMC,OGLE-LMC-RRLYR-09985,RRc,0.2952432,6000.00879,19.298,18.910,0.307
LMC,OGLE-LMC-RRLYR-09986,RRc,0.4234501,6000.15870,19.259,18.728,0.240
LMC,OGLE-LMC-RRLYR-09987,RRab,0.5667049,6000.17641,19.908,19.153,0.535
LMC,OGLE-LMC-RRLYR-09988,RRab,0.6677583,6000.23416,19.310,18.445,0.498
LMC,OGLE-LMC-RRLYR-09989,RRab,0.6693825,6000.06848,19.163,18.603,0.733
LMC,OGLE-LMC-RRLYR-09990,RRc,0.3003404,6000.10341,19.367,18.871,0.282
LMC,OGLE-LMC-RRLYR-09991,RRab,0.5978313,6000.26243,19.746,18.955,0.543
LMC,OGLE-LMC-RRLYR-09992,RRab,0.6412263,6000.62428,19.034,18.515,0.639
LMC,OGLE-LMC-RRLYR-09993,RRc,0.2852707,6000.11019,19.366,18.949,0.244
LMC,OGLE-LMC-RRLYR-09994,RRab,0.6969558,6000.23209,19.308,18.626,0.226
LMC,OGLE-LMC-RRLYR-09995,RRab,0.6963681,6000.60967,19.246,18.470,0.230
LMC,OGLE-LMC-RRLYR-09996,RRab,0.6899801,6000.40392,19.543,18.864,0.140
LMC,OGLE-LMC-RRLYR-09997,RRab,0.5193094,6000.26900,19.475,18.869,0.715
LMC,OGLE-LMC-RRLYR-09999,RRab,0.5822856,6000.07443,19.412,18.789,0.563
LMC,OGLE-LMC-RRLYR-10000,RRab,0.8782785,6000.41402,19.249,18.616,0.330
LMC,OGLE-LMC-RRLYR-10001,RRab,0.4837314,6000.16692,19.365,18.866,0.452
LMC,OGLE-LMC-RRLYR-10002,RRab,0.5960601,6000.07734,19.207,18.661,0.622
LMC,OGLE-LMC-RRLYR-10003,RRab,0.5413715,6000.19072,19.386,18.791,0.414
LMC,OGLE-LMC-RRLYR-10004,RRab,0.5074527,6000.10808,19.294,18.889,0.666
LMC,OGLE-LMC-RRLYR-10005,RRab,0.5670983,6000.05822,20.000,19.204,0.558
LMC,OGLE-LMC-RRLYR-10006,RRab,0.4637272,6000.17912,19.436,18.960,0.874
LMC,OGLE-LMC-RRLYR-10007,RRab,0.6244263,6000.57986,19.371,18.768,0.460
LMC,OGLE-LMC-RRLYR-10008,RRab,0.5661263,6000.18738,19.102,18.635,0.535
LMC,OGLE-LMC-RRLYR-10009,RRab,0.6592598,6000.35276,19.436,18.822,0.407
LMC,OGLE-LMC-RRLYR-10010,RRab,0.5885356,6000.34508,19.481,18.896,0.455
LMC,OGLE-LMC-RRLYR-10011,RRc,0.3305793,6000.00521,19.964,19.271,0.243
LMC,OGLE-LMC-RRLYR-10012,RRab,0.5004114,6000.15336,19.388,18.779,0.483
LMC,OGLE-LMC-RRLYR-10013,RRc,0.3400151,6000.28431,19.545,19.054,0.275
LMC,OGLE-LMC-RRLYR-10014,RRab,0.5235394,6000.41993,19.350,18.831,0.770
LMC,OGLE-LMC-RRLYR-10015,RRab,0.4937283,6000.20500,19.126,18.710,0.784
LMC,OGLE-LMC-RRLYR-10016,RRab,0.5066567,6000.24044,19.576,19.102,0.795
LMC,OGLE-LMC-RRLYR-10017,RRab,0.5642762,6000.01146,18.949,18.578,0.500
LMC,OGLE-LMC-RRLYR-10018,RRab,0.6169435,6000.37443,19.342,18.736,0.393
LMC,OGLE-LMC-RRLYR-10019,RRab,0.6965952,6000.05150,19.102,18.505,0.536
LMC,OGLE-LMC-RRLYR-10020,RRab,0.5816077,6000.13413,19.452,18.831,0.397
LMC,OGLE-LMC-RRLYR-10022,RRab,0.5353724,6000.47547,18.868,17.828,0.215
LMC,OGLE-LMC-RRLYR-10023,RRc,0.3169613,6000.16941,19.313,18.868,0.302
LMC,OGLE-LMC-RRLYR-10024,RRab,0.7146546,6000.15081,19.378,18.543,0.192
LMC,OGLE-LMC-RRLYR-10025,RRc,0.4062516,6000.13971,19.193,18.739,0.269
LMC,OGLE-LMC-RRLYR-10026,RRab,0.5528895,6000.13184,19.466,18.910,0.658
LMC,OGLE-LMC-RRLYR-10027,RRab,0.5925971,6000.08520,19.356,18.820,0.685
LMC,OGLE-LMC-RRLYR-10028,RRab,0.6361862,6000.04783,19.239,18.639,0.133
LMC,OGLE-LMC-RRLYR-10029,RRab,0.5495042,6000.44502,19.379,18.806,0.652
LMC,OGLE-LMC-RRLYR-10030,RRab,0.6288129,6000.00536,17.910,16.808,0.045
LMC,OGLE-LMC-RRLYR-10031,RRab,0.6353157,6000.30805,19.981,19.142,0.350
LMC,OGLE-LMC-RRLYR-10032,RRab,0.5822508,6000.53007,19.300,18.725,0.674
LMC,OGLE-LMC-RRLYR-10033,RRc,0.3610890,6000.02715,17.572,16.365,0.026
LMC,OGLE-LMC-RRLYR-10034,RRc,0.2865446,6000.05523,19.314,18.963,0.311
LMC,OGLE-LMC-RRLYR-10035,RRab,0.5429160,6000.36138,19.618,18.934,0.632
LMC,OGLE-LMC-RRLYR-10036,RRab,0.5417061,6000.21770,19.308,18.740,0.574
LMC,OGLE-LMC-RRLYR-10037,RRc,0.3132624,6000.02594,19.242,18.842,0.248
LMC,OGLE-LMC-RRLYR-10038,RRab,0.6232956,6000.58503,18.600,18.235,0.195
LMC,OGLE-LMC-RRLYR-10039,RRab,0.5512093,6000.45720,19.678,19.057,0.718
LMC,OGLE-LMC-RRLYR-10040,RRab,0.5786668,6000.14503,19.385,18.832,0.579
LMC,OGLE-LMC-RRLYR-10041,RRab,0.6477760,6000.15446,20.033,18.846,0.534
LMC,OGLE-LMC-RRLYR-10042,RRc,0.3898065,6000.00648,19.207,18.599,0.193
LMC,OGLE-LMC-RRLYR-10043,RRc,0.3037271,6000.13766,19.221,18.870,0.160
LMC,OGLE-LMC-RRLYR-10044,RRab,0.5822805,6000.14697,19.296,18.677,0.444
LMC,OGLE-LMC-RRLYR-10045,RRab,0.6401720,6000.50707,19.232,18.675,0.487
LMC,OGLE-LMC-RRLYR-10046,RRab,0.5644299,6000.04035,19.515,18.887,0.469
LMC,OGLE-LMC-RRLYR-10047,RRab,0.5494120,6000.35972,19.471,18.910,0.697
LMC,OGLE-LMC-RRLYR-10048,RRab,0.6207406,6000.26817,19.629,18.945,0.318
LMC,OGLE-LMC-RRLYR-10049,RRab,0.5324968,6000.43152,19.772,19.089,0.815
LMC,OGLE-LMC-RRLYR-10050,RRab,0.6016750,6000.30506,19.274,18.684,0.442
LMC,OGLE-LMC-RRLYR-10051,RRab,0.6114813,6000.13389,18.577,17.746,0.212
LMC,OGLE-LMC-RRLYR-10052,RRc,0.3838605,6000.20714,19.460,18.868,0.099
LMC,OGLE-LMC-RRLYR-10053,RRc,0.2656538,6000.04735,19.397,19.031,0.156
LMC,OGLE-LMC-RRLYR-10054,RRc,0.3424648,6000.05071,19.875,19.292,0.249
LMC,OGLE-LMC-RRLYR-10055,RRab,0.7399319,6000.51837,19.789,18.972,0.299
LMC,OGLE-LMC-RRLYR-10057,RRab,0.5928521,6000.52419,19.215,18.689,0.791
LMC,OGLE-LMC-RRLYR-10059,RRab,0.5233389,6000.43560,19.587,19.038,0.908
LMC,OGLE-LMC-RRLYR-10060,RRc,0.2548588,6000.11913,19.558,19.076,0.136
LMC,OGLE-LMC-RRLYR-10061,RRab,0.6030653,6000.07326,19.327,18.740,0.464
LMC,OGLE-LMC-RRLYR-10062,RRab,0.5639045,6000.00598,19.333,18.746,0.579
LMC,OGLE-LMC-RRLYR-10063,RRc,0.2770742,6000.02179,19.549,19.107,0.281
LMC,OGLE-LMC-RRLYR-10064,RRab,0.6218714,6000.25999,18.109,17.617,0.161
LMC,OGLE-LMC-RRLYR-10065,RRab,0.5166426,6000.10197,19.242,18.553,0.575
LMC,OGLE-LMC-RRLYR-10066,RRc,0.3566129,6000.00591,18.760,18.409,0.222
LMC,OGLE-LMC-RRLYR-10067,RRab,0.6297096,6000.61760,19.354,18.735,0.504
LMC,OGLE-LMC-RRLYR-10068,RRab,0.4892762,6000.08360,19.569,18.903,0.756
LMC,OGLE-LMC-RRLYR-10069,RRab,0.6476157,6000.58995,19.534,18.510,0.549
LMC,OGLE-LMC-RRLYR-10070,RRab,0.6360396,6000.22249,19.191,18.601,0.251
LMC,OGLE-LMC-RRLYR-10071,RRab,0.6001770,6000.39652,19.562,18.956,0.484
LMC,OGLE-LMC-RRLYR-10072,RRab,0.4852100,6000.39613,19.467,18.941,0.848
LMC,OGLE-LMC-RRLYR-10073,RRc,0.3342150,6000.02034,19.179,18.686,0.214
LMC,OGLE-LMC-RRLYR-10074,RRab,0.7087897,6000.68651,19.181,18.572,0.536
LMC,OGLE-LMC-RRLYR-10075,RRab,0.5467836,6000.49233,19.332,18.795,0.679
LMC,OGLE-LMC-RRLYR-10076,RRc,0.2930303,6000.07883,19.134,18.678,0.238
LMC,OGLE-LMC-RRLYR-10077,RRab,0.6179369,6000.56454,19.251,18.659,0.232
LMC,OGLE-LMC-RRLYR-10078,RRab,0.5514010,6000.14636,19.604,18.815,0.442
LMC,OGLE-LMC-RRLYR-10079,RRc,0.2721538,6000.21330,19.355,19.028,0.228
LMC,OGLE-LMC-RRLYR-10080,RRc,0.3369721,6000.20742,19.224,18.791,0.211
LMC,OGLE-LMC-RRLYR-10081,RRab,0.6169914,6000.48269,19.219,18.712,0.739
LMC,OGLE-LMC-RRLYR-10082,RRab,0.5738445,6000.07385,19.478,18.889,0.299
LMC,OGLE-LMC-RRLYR-10083,RRc,0.3167668,6000.26209,19.382,18.904,0.273
LMC,OGLE-LMC-RRLYR-10085,RRc,0.3369826,6000.32784,19.198,18.778,0.320
LMC,OGLE-LMC-RRLYR-10086,RRab,0.4822669,6000.21966,19.449,18.939,0.664
LMC,OGLE-LMC-RRLYR-10087,RRab,0.7607422,6000.08423,19.712,18.930,0.192
LMC,OGLE-LMC-RRLYR-10088,RRab,0.6091011,6000.52816,19.434,18.826,0.426
LMC,OGLE-LMC-RRLYR-10089,RRab,0.5700823,6000.23009,19.072,18.504,0.617
LMC,OGLE-LMC-RRLYR-10090,RRab,0.6455832,6000.35345,19.417,18.751,0.291
LMC,OGLE-LMC-RRLYR-10091,RRc,0.2788288,6000.12051,19.329,19.065,0.358
LMC,OGLE-LMC-RRLYR-10092,RRab,0.5035805,6000.02608,19.294,18.805,0.579
LMC,OGLE-LMC-RRLYR-10093,RRc,0.3047775,6000.27768,19.537,19.008,0.316
LMC,OGLE-LMC-RRLYR-10094,RRab,0.6569644,6000.42487,19.208,18.684,0.136
LMC,OGLE-LMC-RRLYR-10095,RRab,0.4925358,6000.25621,19.274,18.809,0.886
LMC,OGLE-LMC-RRLYR-10096,RRab,0.7190511,6000.11872,19.085,18.458,0.480
LMC,OGLE-LMC-RRLYR-10097,RRab,0.6354235,6000.04595,19.889,19.156,0.316
LMC,OGLE-LMC-RRLYR-10099,RRab,0.5486253,6000.11310,20.485,19.637,0.777
LMC,OGLE-LMC-RRLYR-10100,RRab,0.5096517,6000.20147,19.311,18.788,0.700
LMC,OGLE-LMC-RRLYR-10101,RRab,0.5110302,6000.04854,19.435,18.918,0.875
LMC,OGLE-LMC-RRLYR-10102,RRab,0.6208201,6000.38643,19.258,18.623,0.406
LMC,OGLE-LMC-RRLYR-10103,RRab,0.6071957,6000.41783,19.332,18.717,0.453
LMC,OGLE-LMC-RRLYR-10104,RRc,0.3726127,6000.29988,19.154,18.704,0.287
LMC,OGLE-LMC-RRLYR-10105,RRc,0.2739778,6000.18770,19.694,19.336,0.259
LMC,OGLE-LMC-RRLYR-10107,RRc,0.2446245,6000.22788,19.782,19.260,0.295
LMC,OGLE-LMC-RRLYR-10108,RRab,0.5207727,6000.20007,19.548,18.966,0.311
LMC,OGLE-LMC-RRLYR-10109,RRc,0.3088141,6000.27456,19.175,18.928,0.193
LMC,OGLE-LMC-RRLYR-10110,RRab,0.5204346,6000.31750,19.328,18.795,0.669
LMC,OGLE-LMC-RRLYR-10111,RRc,0.3535607,6000.25725,19.269,18.827,0.255
LMC,OGLE-LMC-RRLYR-10113,RRab,0.5295272,6000.41545,19.311,18.746,0.618
LMC,OGLE-LMC-RRLYR-10114,RRab,0.4972593,6000.26858,19.276,18.823,0.609
LMC,OGLE-LMC-RRLYR-10115,RRab,0.4955849,6000.14482,19.044,18.712,0.821
LMC,OGLE-LMC-RRLYR-10116,RRab,0.5863888,6000.56346,19.260,18.737,0.488
LMC,OGLE-LMC-RRLYR-10117,RRab,0.5185477,6000.05466,19.840,19.171,0.766
LMC,OGLE-LMC-RRLYR-10118,RRab,0.5892789,6000.38310,19.414,18.964,0.473
LMC,OGLE-LMC-RRLYR-10120,RRab,0.3749291,6000.31441,19.277,18.764,0.553
LMC,OGLE-LMC-RRLYR-10121,RRab,0.6102212,6000.34099,19.651,19.032,0.651
LMC,OGLE-LMC-RRLYR-10122,RRc,0.3417153,6000.21209,19.245,18.779,0.248
LMC,OGLE-LMC-RRLYR-10123,RRab,0.5590821,6000.02726,19.326,18.790,0.614
LMC,OGLE-LMC-RRLYR-10125,RRc,0.3421494,6000.23656,19.404,18.943,0.270
LMC,OGLE-LMC-RRLYR-10126,RRab,0.4757252,6000.30463,19.779,19.176,0.861
