# Single-mode RR Lyrae stars in the Large and Small Magellanic Clouds.
# Source: Soszynski et al. 2016 (Acta Astronomica 66, 131), the OGLE-IV Collection of
#   Variable Stars, via VizieR J/AcA/66/131 tables lmcrrabc/smcrrabc. Downloaded 2026-08-17.
#
# RRab (fundamental mode) and RRc (first overtone) only. Double-mode RRd and
#   anomalous aRRd stars are left out — they pulsate in two periods at once and
#   would smear both the Bailey diagram and the period–luminosity ridge.
# Every star has an intensity-mean V and I magnitude and an I-band amplitude.
#   Mean magnitudes are apparent: no extinction correction has been applied.
#   The Wesenheit index I - 1.55 (V - I) is derived in the scene, not stored.
#
# period_days is the catalogue period; epoch_max_hjd is its time of maximum
#   light (HJD - 2450000). i_amplitude_mag is peak-to-peak I-band amplitude.
# One row per star.
cloud,star,type,period_days,epoch_max_hjd,mean_v_mag,mean_i_mag,i_amplitude_mag
SMC,OGLE-SMC-RRLYR-2844,RRab,0.5154269,6000.30805,17.753,17.266,0.627
SMC,OGLE-SMC-RRLYR-2845,RRc,0.3439719,6000.07754,17.410,16.909,0.268
SMC,OGLE-SMC-RRLYR-2846,RRc,0.3784808,6000.30416,19.380,18.931,0.274
SMC,OGLE-SMC-RRLYR-2847,RRab,0.5598242,6000.24240,19.556,18.992,0.521
SMC,OGLE-SMC-RRLYR-2848,RRab,0.5290950,6000.30455,18.735,18.268,0.760
SMC,OGLE-SMC-RRLYR-2850,RRab,0.6281407,6000.15457,19.348,18.854,0.472
SMC,OGLE-SMC-RRLYR-2852,RRab,0.6719907,6000.21142,19.561,18.956,0.176
SMC,OGLE-SMC-RRLYR-2853,RRab,0.6327450,6000.08692,19.661,19.003,0.339
SMC,OGLE-SMC-RRLYR-2854,RRab,0.6187544,6000.56497,19.480,18.921,0.436
SMC,OGLE-SMC-RRLYR-2855,RRab,0.5944742,6000.56337,19.806,19.212,0.520
SMC,OGLE-SMC-RRLYR-2856,RRab,0.5556552,6000.04753,19.744,19.192,0.565
SMC,OGLE-SMC-RRLYR-2857,RRab,0.6210463,6000.15623,19.335,18.716,0.429
SMC,OGLE-SMC-RRLYR-2858,RRab,0.7021975,6000.51793,17.906,17.352,0.486
SMC,OGLE-SMC-RRLYR-2859,RRab,0.5727467,6000.17196,19.632,19.038,0.380
SMC,OGLE-SMC-RRLYR-2860,RRab,0.6534004,6000.06029,16.302,15.713,0.426
SMC,OGLE-SMC-RRLYR-2862,RRab,0.5689978,6000.08257,19.852,19.310,0.503
SMC,OGLE-SMC-RRLYR-2863,RRab,0.5711831,6000.06505,19.794,19.251,0.480
SMC,OGLE-SMC-RRLYR-2864,RRc,0.3637382,6000.23940,17.474,17.036,0.269
SMC,OGLE-SMC-RRLYR-2865,RRab,0.6314737,6000.03231,19.707,19.042,0.347
SMC,OGLE-SMC-RRLYR-2866,RRc,0.3650840,6000.02923,19.392,18.923,0.261
SMC,OGLE-SMC-RRLYR-2868,RRab,0.6086439,6000.03582,19.479,18.921,0.590
SMC,OGLE-SMC-RRLYR-2869,RRab,0.6103774,6000.33386,19.650,19.064,0.454
SMC,OGLE-SMC-RRLYR-2870,RRab,0.6433044,6000.06266,19.821,19.158,0.298
SMC,OGLE-SMC-RRLYR-2871,RRab,0.6401883,6000.33766,19.458,18.840,0.382
SMC,OGLE-SMC-RRLYR-2872,RRab,0.5760325,6000.45571,19.735,19.211,0.554
SMC,OGLE-SMC-RRLYR-2873,RRab,0.5428878,6000.13540,19.432,18.890,0.712
SMC,OGLE-SMC-RRLYR-2874,RRc,0.3504033,6000.03139,19.943,19.458,0.315
SMC,OGLE-SMC-RRLYR-2875,RRab,0.6412256,6000.24424,19.720,19.101,0.253
SMC,OGLE-SMC-RRLYR-2876,RRab,0.6318162,6000.44758,19.788,19.151,0.391
SMC,OGLE-SMC-RRLYR-2878,RRab,0.6741314,6000.41984,19.801,19.207,0.270
SMC,OGLE-SMC-RRLYR-2879,RRab,0.5648117,6000.49807,19.598,19.039,0.612
SMC,OGLE-SMC-RRLYR-2880,RRab,0.6419509,6000.07887,19.468,18.847,0.244
SMC,OGLE-SMC-RRLYR-2881,RRc,0.3680744,6000.09861,17.333,16.818,0.295
SMC,OGLE-SMC-RRLYR-2882,RRab,0.6271604,6000.22266,19.692,19.104,0.424
SMC,OGLE-SMC-RRLYR-2883,RRc,0.3224011,6000.24357,19.545,19.158,0.332
SMC,OGLE-SMC-RRLYR-2884,RRab,0.5591009,6000.25045,19.554,18.994,0.592
SMC,OGLE-SMC-RRLYR-2885,RRab,0.6248407,6000.43452,19.559,18.965,0.355
SMC,OGLE-SMC-RRLYR-2887,RRab,0.7817038,6000.20043,19.401,18.824,0.614
SMC,OGLE-SMC-RRLYR-2888,RRab,0.7614839,6000.67793,19.715,19.097,0.314
SMC,OGLE-SMC-RRLYR-2889,RRab,0.6809265,6000.36056,16.972,16.385,0.510
SMC,OGLE-SMC-RRLYR-2890,RRab,0.5642430,6000.41370,19.646,19.082,0.544
SMC,OGLE-SMC-RRLYR-2891,RRab,0.6243142,6000.51640,19.644,19.029,0.318
SMC,OGLE-SMC-RRLYR-2892,RRab,0.5714531,6000.43734,19.801,19.181,0.610
SMC,OGLE-SMC-RRLYR-2893,RRab,0.5899705,6000.52195,19.717,19.166,0.476
SMC,OGLE-SMC-RRLYR-2895,RRab,0.6297364,6000.05278,19.768,19.184,0.285
SMC,OGLE-SMC-RRLYR-2896,RRab,0.6322142,6000.25089,19.759,19.144,0.325
SMC,OGLE-SMC-RRLYR-2897,RRab,0.5472385,6000.53698,19.794,19.206,0.589
SMC,OGLE-SMC-RRLYR-2898,RRab,0.5735988,6000.17768,19.754,19.055,0.677
SMC,OGLE-SMC-RRLYR-2899,RRab,0.6144981,6000.51512,19.746,19.205,0.467
SMC,OGLE-SMC-RRLYR-2901,RRc,0.3858385,6000.38265,18.160,17.641,0.300
SMC,OGLE-SMC-RRLYR-2902,RRc,0.3135554,6000.08294,19.765,19.420,0.301
SMC,OGLE-SMC-RRLYR-2903,RRab,0.7281803,6000.09554,19.752,19.163,0.404
SMC,OGLE-SMC-RRLYR-2905,RRab,0.6262406,6000.00832,19.552,18.958,0.392
SMC,OGLE-SMC-RRLYR-2906,RRab,0.5883570,6000.11011,19.623,19.078,0.521
SMC,OGLE-SMC-RRLYR-2907,RRab,0.5434724,6000.30952,19.761,19.272,0.704
SMC,OGLE-SMC-RRLYR-2909,RRc,0.3891625,6000.25973,19.373,18.923,0.277
SMC,OGLE-SMC-RRLYR-2910,RRab,0.5131197,6000.05289,19.471,19.026,0.517
SMC,OGLE-SMC-RRLYR-2911,RRab,0.6392527,6000.14994,15.755,15.235,0.698
SMC,OGLE-SMC-RRLYR-2912,RRab,0.5853683,6000.07170,19.616,19.052,0.528
SMC,OGLE-SMC-RRLYR-2913,RRab,0.5647808,6000.17574,19.644,19.087,0.661
SMC,OGLE-SMC-RRLYR-2914,RRab,0.6930937,6000.17223,19.073,18.479,0.444
SMC,OGLE-SMC-RRLYR-2915,RRab,0.5190675,6000.19741,17.013,16.489,0.744
SMC,OGLE-SMC-RRLYR-2916,RRc,0.3273727,6000.04167,19.719,19.324,0.393
SMC,OGLE-SMC-RRLYR-2917,RRc,0.3294904,6000.08089,19.613,19.090,0.386
SMC,OGLE-SMC-RRLYR-2918,RRab,0.5109254,6000.06507,19.845,19.398,0.795
SMC,OGLE-SMC-RRLYR-2919,RRab,0.5943487,6000.54564,16.418,15.812,0.503
SMC,OGLE-SMC-RRLYR-2920,RRab,0.5440108,6000.33502,19.710,19.165,0.453
SMC,OGLE-SMC-RRLYR-2921,RRab,0.6534409,6000.52937,19.562,18.921,0.537
SMC,OGLE-SMC-RRLYR-2922,RRab,0.5452748,6000.51202,19.657,19.071,0.642
SMC,OGLE-SMC-RRLYR-2923,RRab,0.5090836,6000.37180,14.036,13.512,0.458
SMC,OGLE-SMC-RRLYR-2924,RRab,0.6571732,6000.02808,19.774,19.165,0.205
SMC,OGLE-SMC-RRLYR-2925,RRab,0.5257268,6000.22806,19.644,19.105,0.706
SMC,OGLE-SMC-RRLYR-2928,RRc,0.3419887,6000.33498,19.566,19.187,0.195
SMC,OGLE-SMC-RRLYR-2929,RRab,0.6028220,6000.04423,19.620,18.984,0.429
SMC,OGLE-SMC-RRLYR-2930,RRab,0.6087169,6000.38798,19.730,19.180,0.438
SMC,OGLE-SMC-RRLYR-2931,RRc,0.3824350,6000.33769,19.322,18.911,0.298
SMC,OGLE-SMC-RRLYR-2932,RRab,0.5201064,6000.26896,19.732,19.198,0.749
SMC,OGLE-SMC-RRLYR-2933,RRab,0.5657611,6000.33816,19.767,19.199,0.650
SMC,OGLE-SMC-RRLYR-2934,RRab,0.7758030,6000.29771,19.608,18.968,0.418
SMC,OGLE-SMC-RRLYR-2937,RRab,0.6685735,6000.55476,16.819,16.157,0.313
SMC,OGLE-SMC-RRLYR-2938,RRab,0.5183749,6000.26007,19.653,19.163,0.748
SMC,OGLE-SMC-RRLYR-2939,RRc,0.3584590,6000.26250,19.672,19.180,0.259
SMC,OGLE-SMC-RRLYR-2940,RRab,0.5895055,6000.45183,16.233,15.620,0.427
SMC,OGLE-SMC-RRLYR-2942,RRab,0.6008853,6000.21367,16.696,16.172,0.427
SMC,OGLE-SMC-RRLYR-2943,RRc,0.3492367,6000.26005,19.801,19.302,0.325
SMC,OGLE-SMC-RRLYR-2945,RRab,0.6386836,6000.30996,19.512,18.934,0.358
SMC,OGLE-SMC-RRLYR-2946,RRab,0.6812142,6000.47269,19.250,18.669,0.555
SMC,OGLE-SMC-RRLYR-2947,RRc,0.3512792,6000.13953,19.682,19.297,0.337
SMC,OGLE-SMC-RRLYR-2948,RRab,0.6362144,6000.47644,19.485,18.888,0.327
SMC,OGLE-SMC-RRLYR-2949,RRab,0.5198894,6000.26947,19.909,19.376,0.534
SMC,OGLE-SMC-RRLYR-2951,RRab,0.5661611,6000.53118,19.624,19.100,0.575
SMC,OGLE-SMC-RRLYR-2952,RRab,0.6105298,6000.21539,19.719,19.128,0.481
SMC,OGLE-SMC-RRLYR-2953,RRab,0.5985991,6000.01622,19.475,18.901,0.591
SMC,OGLE-SMC-RRLYR-2954,RRab,0.5291240,6000.37601,19.711,19.294,0.735
SMC,OGLE-SMC-RRLYR-2955,RRab,0.6278693,6000.27732,19.996,19.423,0.485
SMC,OGLE-SMC-RRLYR-2956,RRab,0.6148673,6000.31350,19.620,19.142,0.658
SMC,OGLE-SMC-RRLYR-2957,RRc,0.3657320,6000.22484,19.597,19.097,0.335
SMC,OGLE-SMC-RRLYR-2958,RRc,0.3303581,6000.16808,19.633,19.207,0.378
SMC,OGLE-SMC-RRLYR-2959,RRab,0.5444828,6000.05011,20.274,19.676,0.527
SMC,OGLE-SMC-RRLYR-2960,RRab,0.6334420,6000.10616,19.586,19.020,0.379
SMC,OGLE-SMC-RRLYR-2961,RRab,0.5536735,6000.07836,19.620,19.127,0.759
SMC,OGLE-SMC-RRLYR-2962,RRab,0.5460894,6000.23911,19.591,19.134,0.542
SMC,OGLE-SMC-RRLYR-2963,RRc,0.3048324,6000.07623,19.714,19.315,0.320
SMC,OGLE-SMC-RRLYR-2964,RRab,0.5475774,6000.19930,19.661,19.173,0.771
SMC,OGLE-SMC-RRLYR-2965,RRab,0.6277060,6000.50676,19.811,19.200,0.355
SMC,OGLE-SMC-RRLYR-2966,RRab,0.5958795,6000.16880,19.564,19.013,0.583
SMC,OGLE-SMC-RRLYR-2967,RRab,0.5384903,6000.34976,19.677,19.263,0.750
SMC,OGLE-SMC-RRLYR-2968,RRab,0.5960697,6000.39519,19.710,19.122,0.417
SMC,OGLE-SMC-RRLYR-2969,RRab,0.7677718,6000.18364,19.381,18.741,0.110
SMC,OGLE-SMC-RRLYR-2970,RRab,0.6597764,6000.26755,19.622,19.019,0.218
SMC,OGLE-SMC-RRLYR-2971,RRab,0.7432067,6000.48171,19.576,18.898,0.186
SMC,OGLE-SMC-RRLYR-2972,RRc,0.3244504,6000.25847,19.900,19.424,0.270
SMC,OGLE-SMC-RRLYR-2973,RRab,0.6130528,6000.30922,19.592,19.029,0.275
SMC,OGLE-SMC-RRLYR-2974,RRab,0.5930897,6000.38829,19.640,19.056,0.608
SMC,OGLE-SMC-RRLYR-2975,RRc,0.3719514,6000.01488,19.493,19.021,0.260
SMC,OGLE-SMC-RRLYR-2976,RRab,0.6219189,6000.37769,19.544,18.944,0.414
SMC,OGLE-SMC-RRLYR-2977,RRab,0.6016993,6000.38078,19.768,19.171,0.531
SMC,OGLE-SMC-RRLYR-2978,RRab,0.6730446,6000.17517,19.576,18.959,0.436
SMC,OGLE-SMC-RRLYR-2979,RRab,0.7161163,6000.16317,17.513,16.951,0.372
SMC,OGLE-SMC-RRLYR-2980,RRab,0.6215275,6000.24903,19.787,19.203,0.331
SMC,OGLE-SMC-RRLYR-2981,RRab,0.5123369,6000.27205,19.724,19.287,0.773
SMC,OGLE-SMC-RRLYR-2983,RRab,0.6056579,6000.11332,19.472,18.899,0.472
SMC,OGLE-SMC-RRLYR-2984,RRab,0.6035359,6000.09760,19.640,19.113,0.582
SMC,OGLE-SMC-RRLYR-2985,RRab,0.5582139,6000.12703,19.853,19.298,0.681
SMC,OGLE-SMC-RRLYR-2986,RRab,0.6172893,6000.35291,19.343,18.764,0.417
SMC,OGLE-SMC-RRLYR-2987,RRab,0.5982001,6000.37583,19.722,19.174,0.541
SMC,OGLE-SMC-RRLYR-2988,RRab,0.6283446,6000.60077,19.578,18.972,0.415
SMC,OGLE-SMC-RRLYR-2989,RRc,0.3629452,6000.33659,19.901,19.446,0.266
SMC,OGLE-SMC-RRLYR-2991,RRab,0.5301483,6000.24799,19.589,19.069,0.787
SMC,OGLE-SMC-RRLYR-2992,RRab,0.6099891,6000.47525,19.614,19.086,0.486
SMC,OGLE-SMC-RRLYR-2994,RRab,0.6080251,6000.22369,19.426,18.845,0.561
SMC,OGLE-SMC-RRLYR-2995,RRab,0.5051604,6000.41719,19.962,19.345,0.569
SMC,OGLE-SMC-RRLYR-2996,RRab,0.6207632,6000.56146,19.224,18.642,0.379
SMC,OGLE-SMC-RRLYR-2997,RRab,0.6211125,6000.04855,16.412,15.819,0.374
SMC,OGLE-SMC-RRLYR-2998,RRab,0.5824955,6000.26665,19.729,19.189,0.447
SMC,OGLE-SMC-RRLYR-2999,RRab,0.5364676,6000.11570,19.537,19.082,0.666
SMC,OGLE-SMC-RRLYR-3000,RRab,0.5988456,6000.45445,19.710,19.142,0.438
SMC,OGLE-SMC-RRLYR-3001,RRab,0.6099141,6000.59158,19.535,18.930,0.585
SMC,OGLE-SMC-RRLYR-3002,RRab,0.7113499,6000.37864,19.684,19.104,0.486
SMC,OGLE-SMC-RRLYR-3003,RRab,0.6031622,6000.37443,19.701,19.089,0.495
SMC,OGLE-SMC-RRLYR-3004,RRc,0.3348570,6000.02515,19.611,19.230,0.384
SMC,OGLE-SMC-RRLYR-3005,RRab,0.6035480,6000.51431,19.771,19.229,0.413
SMC,OGLE-SMC-RRLYR-3006,RRab,0.5731845,6000.00765,19.646,19.090,0.577
SMC,OGLE-SMC-RRLYR-3007,RRab,0.6367487,6000.03163,16.060,15.504,0.555
SMC,OGLE-SMC-RRLYR-3009,RRc,0.3688172,6000.33031,19.724,19.238,0.257
SMC,OGLE-SMC-RRLYR-3010,RRab,0.6311150,6000.33678,19.550,18.965,0.463
SMC,OGLE-SMC-RRLYR-3011,RRc,0.2718203,6000.03243,18.076,17.777,0.311
SMC,OGLE-SMC-RRLYR-3012,RRab,0.6364947,6000.54831,19.268,18.738,0.606
SMC,OGLE-SMC-RRLYR-3013,RRab,0.5637279,6000.27867,19.810,19.262,0.334
SMC,OGLE-SMC-RRLYR-3014,RRab,0.6364550,6000.58758,19.614,18.982,0.370
SMC,OGLE-SMC-RRLYR-3015,RRab,0.6170213,6000.49031,19.716,19.120,0.463
SMC,OGLE-SMC-RRLYR-3016,RRab,0.5867104,6000.20040,19.757,19.211,0.644
SMC,OGLE-SMC-RRLYR-3017,RRab,0.5575551,6000.04551,17.403,16.822,0.554
SMC,OGLE-SMC-RRLYR-3018,RRab,0.5859662,6000.11454,19.575,18.998,0.591
SMC,OGLE-SMC-RRLYR-3019,RRab,0.5699201,6000.38928,19.727,19.214,0.661
SMC,OGLE-SMC-RRLYR-3020,RRc,0.3456850,6000.32034,19.550,19.126,0.311
SMC,OGLE-SMC-RRLYR-3022,RRab,0.5840249,6000.32679,19.678,19.117,0.550
SMC,OGLE-SMC-RRLYR-3023,RRab,0.6138547,6000.09345,19.651,19.087,0.325
SMC,OGLE-SMC-RRLYR-3024,RRab,0.6742618,6000.25746,19.738,19.103,0.317
SMC,OGLE-SMC-RRLYR-3025,RRab,0.5458016,6000.26671,19.710,19.190,0.709
SMC,OGLE-SMC-RRLYR-3026,RRab,0.4970754,6000.22341,19.851,19.371,0.883
SMC,OGLE-SMC-RRLYR-3027,RRab,0.6108930,6000.04847,19.619,19.069,0.403
SMC,OGLE-SMC-RRLYR-3028,RRab,0.6067561,6000.35935,19.407,18.845,0.439
SMC,OGLE-SMC-RRLYR-3029,RRc,0.3577171,6000.35379,19.782,19.291,0.281
SMC,OGLE-SMC-RRLYR-3030,RRab,0.7009493,6000.23767,19.793,19.140,0.188
SMC,OGLE-SMC-RRLYR-3031,RRab,0.5695324,6000.00234,19.832,19.338,0.674
SMC,OGLE-SMC-RRLYR-3033,RRab,0.7363158,6000.57978,19.445,18.837,0.402
SMC,OGLE-SMC-RRLYR-3034,RRab,0.5888141,6000.30898,17.301,16.690,0.441
SMC,OGLE-SMC-RRLYR-3035,RRab,0.6446767,6000.56453,19.602,18.995,0.240
SMC,OGLE-SMC-RRLYR-3036,RRab,0.6990110,6000.41657,19.557,18.942,0.196
SMC,OGLE-SMC-RRLYR-3037,RRab,0.6227843,6000.08038,19.555,19.011,0.476
SMC,OGLE-SMC-RRLYR-3038,RRab,0.5442465,6000.48341,19.711,19.215,0.735
SMC,OGLE-SMC-RRLYR-3039,RRab,0.6734967,6000.03413,19.418,18.857,0.669
SMC,OGLE-SMC-RRLYR-3040,RRab,0.5285820,6000.08265,19.700,19.179,0.774
SMC,OGLE-SMC-RRLYR-3041,RRab,0.6029945,6000.36809,19.530,18.942,0.438
SMC,OGLE-SMC-RRLYR-3042,RRab,0.5803018,6000.12153,19.658,19.139,0.654
SMC,OGLE-SMC-RRLYR-3043,RRab,0.5561250,6000.30705,19.258,18.713,0.647
SMC,OGLE-SMC-RRLYR-3044,RRab,0.6417904,6000.61797,19.562,19.027,0.483
SMC,OGLE-SMC-RRLYR-3045,RRab,0.5322459,6000.30943,19.475,18.984,0.543
SMC,OGLE-SMC-RRLYR-3046,RRab,0.5337342,6000.32314,19.695,19.199,0.785
SMC,OGLE-SMC-RRLYR-3047,RRab,0.6183070,6000.47416,19.808,19.188,0.447
SMC,OGLE-SMC-RRLYR-3048,RRab,0.5504592,6000.50282,19.880,19.308,0.775
SMC,OGLE-SMC-RRLYR-3049,RRab,0.6679397,6000.52499,19.782,19.168,0.404
SMC,OGLE-SMC-RRLYR-3050,RRab,0.6255075,6000.03677,19.578,18.956,0.427
SMC,OGLE-SMC-RRLYR-3051,RRab,0.6590604,6000.50538,19.626,19.001,0.224
SMC,OGLE-SMC-RRLYR-3052,RRab,0.6125382,6000.27088,19.572,18.987,0.387
SMC,OGLE-SMC-RRLYR-3053,RRab,0.5514095,6000.26644,19.652,19.091,0.412
SMC,OGLE-SMC-RRLYR-3054,RRab,0.5524825,6000.25449,19.524,19.012,0.605
SMC,OGLE-SMC-RRLYR-3056,RRab,0.6244817,6000.50685,19.543,19.016,0.572
SMC,OGLE-SMC-RRLYR-3057,RRab,0.5557339,6000.13300,18.883,18.377,0.358
SMC,OGLE-SMC-RRLYR-3058,RRab,0.6613126,6000.23315,19.753,19.138,0.196
SMC,OGLE-SMC-RRLYR-3059,RRab,0.5831586,6000.49991,19.527,18.980,0.577
SMC,OGLE-SMC-RRLYR-3060,RRab,0.6312551,6000.02747,19.563,18.993,0.346
SMC,OGLE-SMC-RRLYR-3061,RRab,0.5876710,6000.46946,19.480,18.965,0.412
SMC,OGLE-SMC-RRLYR-3062,RRab,0.6694993,6000.55608,16.422,15.850,0.551
SMC,OGLE-SMC-RRLYR-3063,RRab,0.6083488,6000.00860,19.526,18.963,0.503
SMC,OGLE-SMC-RRLYR-3064,RRab,0.6611510,6000.57873,19.575,18.987,0.278
SMC,OGLE-SMC-RRLYR-3065,RRc,0.3315545,6000.29490,19.800,19.347,0.342
SMC,OGLE-SMC-RRLYR-3066,RRab,0.6310617,6000.50448,19.823,19.202,0.353
SMC,OGLE-SMC-RRLYR-3067,RRab,0.6682293,6000.53487,19.272,18.807,0.515
SMC,OGLE-SMC-RRLYR-3068,RRab,0.5603997,6000.44330,19.533,19.124,0.429
SMC,OGLE-SMC-RRLYR-3069,RRab,0.5698841,6000.48161,19.673,19.165,0.668
SMC,OGLE-SMC-RRLYR-3070,RRab,0.6103744,6000.40788,19.571,19.048,0.642
SMC,OGLE-SMC-RRLYR-3071,RRab,0.5870074,6000.40960,19.667,19.139,0.727
SMC,OGLE-SMC-RRLYR-3072,RRab,0.6008413,6000.17823,19.787,19.105,0.578
SMC,OGLE-SMC-RRLYR-3073,RRab,0.6357029,6000.55236,19.481,18.906,0.414
SMC,OGLE-SMC-RRLYR-3075,RRab,0.6076515,6000.40797,19.475,18.903,0.522
SMC,OGLE-SMC-RRLYR-3076,RRab,0.6375746,6000.33630,19.559,18.915,0.359
SMC,OGLE-SMC-RRLYR-3077,RRab,0.6146246,6000.04544,17.837,17.229,0.417
SMC,OGLE-SMC-RRLYR-3078,RRab,0.5676134,6000.23788,19.719,19.157,0.668
SMC,OGLE-SMC-RRLYR-3079,RRab,0.5544960,6000.28417,19.857,19.371,0.490
SMC,OGLE-SMC-RRLYR-3080,RRab,0.6075115,6000.15529,19.739,19.140,0.366
SMC,OGLE-SMC-RRLYR-3081,RRab,0.6567489,6000.56976,20.021,19.382,0.247
SMC,OGLE-SMC-RRLYR-3082,RRc,0.2607281,6000.24627,15.708,15.486,0.316
SMC,OGLE-SMC-RRLYR-3083,RRab,0.5901727,6000.05225,19.689,19.064,0.527
SMC,OGLE-SMC-RRLYR-3084,RRc,0.3663718,6000.30684,19.668,19.217,0.292
SMC,OGLE-SMC-RRLYR-3085,RRab,0.6034233,6000.55669,19.593,18.961,0.487
SMC,OGLE-SMC-RRLYR-3086,RRab,0.5743936,6000.23901,18.906,18.325,0.566
SMC,OGLE-SMC-RRLYR-3087,RRab,0.6280124,6000.18343,19.573,19.011,0.387
SMC,OGLE-SMC-RRLYR-3089,RRab,0.5124861,6000.07973,19.535,19.028,0.777
SMC,OGLE-SMC-RRLYR-3090,RRab,0.5088987,6000.39194,19.872,19.360,0.731
SMC,OGLE-SMC-RRLYR-3091,RRab,0.6316676,6000.49204,19.479,18.965,0.719
SMC,OGLE-SMC-RRLYR-3093,RRab,0.5743561,6000.22525,19.600,19.052,0.662
SMC,OGLE-SMC-RRLYR-3094,RRab,0.4386734,6000.23697,17.855,17.461,0.699
SMC,OGLE-SMC-RRLYR-3095,RRc,0.3608409,6000.07593,19.626,19.118,0.305
SMC,OGLE-SMC-RRLYR-3096,RRab,0.5803635,6000.53731,20.080,19.442,0.496
SMC,OGLE-SMC-RRLYR-3097,RRab,0.5844961,6000.32997,19.519,19.021,0.577
SMC,OGLE-SMC-RRLYR-3098,RRab,0.4667426,6000.45856,17.389,16.675,0.659
SMC,OGLE-SMC-RRLYR-3099,RRab,0.5524652,6000.08873,19.483,18.942,0.711
SMC,OGLE-SMC-RRLYR-3100,RRab,0.6314488,6000.58268,19.620,19.036,0.410
SMC,OGLE-SMC-RRLYR-3102,RRab,0.5678379,6000.37277,19.700,19.158,0.673
SMC,OGLE-SMC-RRLYR-3103,RRab,0.6565268,6000.02272,19.476,18.873,0.160
SMC,OGLE-SMC-RRLYR-3104,RRab,0.5875760,6000.21849,19.708,19.178,0.551
SMC,OGLE-SMC-RRLYR-3105,RRab,0.5636095,6000.52592,19.699,19.212,0.693
SMC,OGLE-SMC-RRLYR-3106,RRc,0.2939706,6000.28895,19.973,19.586,0.244
SMC,OGLE-SMC-RRLYR-3107,RRab,0.6317092,6000.05876,19.648,19.007,0.383
SMC,OGLE-SMC-RRLYR-3108,RRab,0.6097655,6000.31336,19.599,19.020,0.380
SMC,OGLE-SMC-RRLYR-3109,RRab,0.5929515,6000.35015,19.627,19.041,0.477
SMC,OGLE-SMC-RRLYR-3110,RRab,0.6777164,6000.67048,19.154,18.549,0.614
SMC,OGLE-SMC-RRLYR-3111,RRab,0.6344068,6000.46184,19.740,19.097,0.186
SMC,OGLE-SMC-RRLYR-3112,RRab,0.7540781,6000.47218,19.665,19.045,0.299
SMC,OGLE-SMC-RRLYR-3113,RRab,0.5893297,6000.30462,19.831,19.262,0.444
SMC,OGLE-SMC-RRLYR-3114,RRab,0.6614757,6000.53122,19.543,18.909,0.282
SMC,OGLE-SMC-RRLYR-3115,RRab,0.5551281,6000.26262,19.582,19.072,0.715
SMC,OGLE-SMC-RRLYR-3116,RRc,0.4172071,6000.35036,17.168,16.730,0.335
SMC,OGLE-SMC-RRLYR-3117,RRab,0.5938553,6000.54862,19.750,19.149,0.490
SMC,OGLE-SMC-RRLYR-3118,RRab,0.5416554,6000.21976,19.640,19.125,0.746
SMC,OGLE-SMC-RRLYR-3119,RRc,0.3945746,6000.37603,19.632,19.195,0.236
SMC,OGLE-SMC-RRLYR-3120,RRab,0.5058047,6000.43245,19.707,19.236,0.859
SMC,OGLE-SMC-RRLYR-3121,RRab,0.5774784,6000.30065,19.787,19.261,0.633
SMC,OGLE-SMC-RRLYR-3122,RRab,0.6608556,6000.15723,19.295,18.666,0.632
SMC,OGLE-SMC-RRLYR-3123,RRab,0.6042570,6000.05080,19.565,18.968,0.477
SMC,OGLE-SMC-RRLYR-3125,RRab,0.5327388,6000.48844,19.850,19.305,0.568
SMC,OGLE-SMC-RRLYR-3126,RRab,0.5903833,6000.44944,19.574,18.992,0.524
SMC,OGLE-SMC-RRLYR-3127,RRab,0.6030357,6000.45045,19.706,19.137,0.503
SMC,OGLE-SMC-RRLYR-3129,RRab,0.5194432,6000.49058,18.924,18.326,0.624
SMC,OGLE-SMC-RRLYR-3130,RRab,0.5736960,6000.28806,19.518,18.971,0.550
SMC,OGLE-SMC-RRLYR-3131,RRab,0.6493682,6000.64430,18.720,18.084,0.267
SMC,OGLE-SMC-RRLYR-3132,RRab,0.4933194,6000.34863,15.404,14.974,0.772
SMC,OGLE-SMC-RRLYR-3133,RRab,0.5825095,6000.38114,19.310,18.756,0.579
SMC,OGLE-SMC-RRLYR-3134,RRab,0.6493091,6000.11518,19.601,19.013,0.393
SMC,OGLE-SMC-RRLYR-3135,RRab,0.6313753,6000.49689,19.697,19.110,0.541
SMC,OGLE-SMC-RRLYR-3136,RRc,0.3610766,6000.23238,19.491,19.098,0.290
SMC,OGLE-SMC-RRLYR-3137,RRab,0.6126736,6000.38157,19.560,19.043,0.711
SMC,OGLE-SMC-RRLYR-3138,RRc,0.3663657,6000.27983,19.724,19.234,0.260
SMC,OGLE-SMC-RRLYR-3139,RRab,0.6336103,6000.00774,19.602,18.978,0.327
SMC,OGLE-SMC-RRLYR-3140,RRc,0.3421735,6000.21513,19.823,19.333,0.306
SMC,OGLE-SMC-RRLYR-3141,RRab,0.7987349,6000.41971,19.436,18.849,0.464
SMC,OGLE-SMC-RRLYR-3143,RRab,0.6440479,6000.18944,19.481,18.878,0.309
SMC,OGLE-SMC-RRLYR-3144,RRab,0.6560134,6000.36758,19.600,18.887,0.199
SMC,OGLE-SMC-RRLYR-3145,RRab,0.6311930,6000.44608,19.589,18.964,0.443
