# OGLE-IV I-band photometry for three LMC RR Lyrae stars spanning Bailey type.
# Source: Soszynski et al. 2016 (Acta Astronomica 66, 131), OGLE-IV Collection of
#   Variable Stars, https://www.astrouw.edu.pl/ogle/ogle4/OCVS/lmc/rrlyr/phot/I/
# Downloaded 2026-08-17.
#
# OGLE-LMC-RRLYR-03686 (RRc, 0.284 d), OGLE-LMC-RRLYR-16323 (RRab, 0.489 d)
#   and OGLE-LMC-RRLYR-12984 (RRab, 0.650 d). Same galaxy, three clocks:
#   an overtone sine, a high-amplitude sawtooth, and a longer, smaller bump.
#
# time_hjd is HJD - 2450000 as stored by OGLE; i_mag is the I-band magnitude
#   and i_mag_error is the catalogue uncertainty. Folding uses the period only.
star,time_hjd,i_mag,i_mag_error
OGLE-LMC-RRLYR-16323,6017.57256,18.716,0.054
OGLE-LMC-RRLYR-16323,6018.52745,18.764,0.061
OGLE-LMC-RRLYR-16323,6019.57602,18.707,0.057
OGLE-LMC-RRLYR-16323,6020.59799,18.831,0.054
OGLE-LMC-RRLYR-16323,6021.58574,18.681,0.062
OGLE-LMC-RRLYR-16323,6022.59723,18.146,0.042
OGLE-LMC-RRLYR-16323,6023.57129,18.212,0.034
OGLE-LMC-RRLYR-16323,6024.59412,18.199,0.044
OGLE-LMC-RRLYR-16323,6025.59414,18.305,0.048
OGLE-LMC-RRLYR-16323,6026.54041,18.150,0.046
OGLE-LMC-RRLYR-16323,6028.57717,18.397,0.059
OGLE-LMC-RRLYR-16323,6029.59476,18.621,0.069
OGLE-LMC-RRLYR-16323,6032.51504,18.551,0.064
OGLE-LMC-RRLYR-16323,6033.50261,18.505,0.058
OGLE-LMC-RRLYR-16323,6034.50821,18.517,0.046
OGLE-LMC-RRLYR-16323,6035.53361,18.595,0.043
OGLE-LMC-RRLYR-16323,6036.51045,18.608,0.047
OGLE-LMC-RRLYR-16323,6037.51009,18.689,0.075
OGLE-LMC-RRLYR-16323,6038.50182,18.705,0.085
OGLE-LMC-RRLYR-16323,6039.50852,18.669,0.065
OGLE-LMC-RRLYR-16323,6040.51082,18.716,0.053
OGLE-LMC-RRLYR-16323,6042.50844,18.682,0.085
OGLE-LMC-RRLYR-16323,6047.48543,18.760,0.063
OGLE-LMC-RRLYR-16323,6048.48420,18.677,0.063
OGLE-LMC-RRLYR-16323,6049.50747,18.121,0.034
OGLE-LMC-RRLYR-16323,6050.48305,18.155,0.041
OGLE-LMC-RRLYR-16323,6052.49875,18.350,0.052
OGLE-LMC-RRLYR-16323,6053.49578,18.334,0.048
OGLE-LMC-RRLYR-16323,6055.50438,18.509,0.056
OGLE-LMC-RRLYR-16323,6056.49135,18.519,0.051
OGLE-LMC-RRLYR-16323,6057.50153,18.582,0.044
OGLE-LMC-RRLYR-16323,6058.49492,18.631,0.048
OGLE-LMC-RRLYR-16323,6059.48856,18.574,0.050
OGLE-LMC-RRLYR-16323,6060.49183,18.662,0.054
OGLE-LMC-RRLYR-16323,6061.48244,18.677,0.068
OGLE-LMC-RRLYR-16323,6062.47646,18.715,0.062
OGLE-LMC-RRLYR-16323,6123.92554,18.378,0.033
OGLE-LMC-RRLYR-16323,6137.92347,18.690,0.052
OGLE-LMC-RRLYR-16323,6164.91074,18.141,0.033
OGLE-LMC-RRLYR-16323,6165.92385,18.185,0.033
OGLE-LMC-RRLYR-16323,6171.88904,18.540,0.040
OGLE-LMC-RRLYR-16323,6174.91517,18.552,0.073
OGLE-LMC-RRLYR-16323,6179.91503,18.703,0.095
OGLE-LMC-RRLYR-16323,6180.86758,18.771,0.064
OGLE-LMC-RRLYR-16323,6181.88177,18.655,0.054
OGLE-LMC-RRLYR-16323,6182.88632,18.724,0.041
OGLE-LMC-RRLYR-16323,6183.88802,18.708,0.035
OGLE-LMC-RRLYR-16323,6185.86428,18.776,0.044
OGLE-LMC-RRLYR-16323,6186.86580,18.819,0.044
OGLE-LMC-RRLYR-16323,6191.89139,18.336,0.029
OGLE-LMC-RRLYR-16323,6193.89940,18.463,0.037
OGLE-LMC-RRLYR-16323,6196.88107,18.590,0.038
OGLE-LMC-RRLYR-16323,6199.83007,18.562,0.065
OGLE-LMC-RRLYR-16323,6202.83752,18.667,0.059
OGLE-LMC-RRLYR-16323,6204.87264,18.715,0.044
OGLE-LMC-RRLYR-16323,6207.88549,18.748,0.068
OGLE-LMC-RRLYR-16323,6210.88418,18.137,0.036
OGLE-LMC-RRLYR-16323,6212.83699,18.106,0.032
OGLE-LMC-RRLYR-16323,6216.83479,18.372,0.033
OGLE-LMC-RRLYR-16323,6219.81976,18.521,0.057
OGLE-LMC-RRLYR-16323,6221.83308,18.621,0.067
OGLE-LMC-RRLYR-16323,6222.83401,18.628,0.051
OGLE-LMC-RRLYR-16323,6223.79109,18.589,0.038
OGLE-LMC-RRLYR-16323,6224.85666,18.700,0.040
OGLE-LMC-RRLYR-16323,6225.73866,18.620,0.050
OGLE-LMC-RRLYR-16323,6226.75104,18.580,0.053
OGLE-LMC-RRLYR-16323,6229.79362,18.724,0.057
OGLE-LMC-RRLYR-16323,6230.73746,18.681,0.064
OGLE-LMC-RRLYR-16323,6231.76227,18.781,0.058
OGLE-LMC-RRLYR-16323,6232.82828,18.737,0.049
OGLE-LMC-RRLYR-16323,6233.83747,18.531,0.038
OGLE-LMC-RRLYR-16323,6234.83866,18.105,0.026
OGLE-LMC-RRLYR-16323,6235.78605,18.648,0.038
OGLE-LMC-RRLYR-16323,6236.80365,18.131,0.028
OGLE-LMC-RRLYR-16323,6238.83738,18.346,0.032
OGLE-LMC-RRLYR-16323,6239.81141,18.360,0.035
OGLE-LMC-RRLYR-16323,6240.85467,18.494,0.052
OGLE-LMC-RRLYR-16323,6241.80831,18.485,0.044
OGLE-LMC-RRLYR-16323,6242.85125,18.608,0.035
OGLE-LMC-RRLYR-16323,6243.82007,18.566,0.042
OGLE-LMC-RRLYR-16323,6244.76038,18.479,0.038
OGLE-LMC-RRLYR-16323,6245.77689,18.570,0.036
OGLE-LMC-RRLYR-16323,6248.79363,18.718,0.038
OGLE-LMC-RRLYR-16323,6251.78422,18.742,0.032
OGLE-LMC-RRLYR-16323,6254.79417,18.737,0.032
OGLE-LMC-RRLYR-16323,6257.82311,18.163,0.034
OGLE-LMC-RRLYR-16323,6262.74628,18.167,0.029
OGLE-LMC-RRLYR-16323,6265.81865,18.587,0.031
OGLE-LMC-RRLYR-16323,6270.83432,18.717,0.051
OGLE-LMC-RRLYR-16323,6270.83995,18.721,0.043
OGLE-LMC-RRLYR-16323,6274.82599,18.702,0.036
OGLE-LMC-RRLYR-16323,6278.77342,18.768,0.038
OGLE-LMC-RRLYR-16323,6282.79590,18.172,0.024
OGLE-LMC-RRLYR-16323,6286.72915,18.263,0.030
OGLE-LMC-RRLYR-16323,6289.79849,18.491,0.038
OGLE-LMC-RRLYR-16323,6294.82041,18.700,0.042
OGLE-LMC-RRLYR-16323,6299.77697,18.804,0.047
OGLE-LMC-RRLYR-16323,6306.71714,18.269,0.028
OGLE-LMC-RRLYR-16323,6312.70821,18.472,0.028
OGLE-LMC-RRLYR-16323,6317.70345,18.625,0.041
OGLE-LMC-RRLYR-16323,6323.67636,18.675,0.040
OGLE-LMC-RRLYR-16323,6329.63519,18.733,0.058
OGLE-LMC-RRLYR-16323,6333.62603,18.089,0.028
OGLE-LMC-RRLYR-16323,6340.63822,18.529,0.031
OGLE-LMC-RRLYR-16323,6343.58200,18.595,0.038
OGLE-LMC-RRLYR-16323,6347.60831,18.696,0.043
OGLE-LMC-RRLYR-16323,6356.62573,18.109,0.024
OGLE-LMC-RRLYR-16323,6363.54323,18.330,0.035
OGLE-LMC-RRLYR-16323,6371.56600,18.716,0.047
OGLE-LMC-RRLYR-16323,6378.54906,18.797,0.050
OGLE-LMC-RRLYR-16323,6387.54133,18.477,0.035
OGLE-LMC-RRLYR-16323,6388.53409,18.489,0.031
OGLE-LMC-RRLYR-16323,6390.53218,18.553,0.033
OGLE-LMC-RRLYR-16323,6391.52599,18.611,0.049
OGLE-LMC-RRLYR-16323,6395.49385,18.669,0.047
OGLE-LMC-RRLYR-16323,6396.54704,18.739,0.041
OGLE-LMC-RRLYR-16323,6397.51672,18.763,0.048
OGLE-LMC-RRLYR-16323,6398.50768,18.807,0.052
OGLE-LMC-RRLYR-16323,6399.50492,18.695,0.040
OGLE-LMC-RRLYR-16323,6400.50459,18.719,0.048
OGLE-LMC-RRLYR-16323,6401.49041,18.817,0.050
OGLE-LMC-RRLYR-16323,6402.52832,18.788,0.064
OGLE-LMC-RRLYR-16323,6404.50190,18.739,0.056
OGLE-LMC-RRLYR-16323,6404.53221,18.156,0.033
OGLE-LMC-RRLYR-16323,6407.49910,18.143,0.033
OGLE-LMC-RRLYR-16323,6414.46746,18.505,0.056
OGLE-LMC-RRLYR-16323,6416.47775,18.550,0.046
OGLE-LMC-RRLYR-16323,6416.50822,18.642,0.044
OGLE-LMC-RRLYR-16323,6419.50079,18.729,0.073
OGLE-LMC-RRLYR-16323,6423.46047,18.816,0.078
OGLE-LMC-RRLYR-16323,6509.92679,18.655,0.034
OGLE-LMC-RRLYR-16323,6520.89996,18.463,0.035
OGLE-LMC-RRLYR-16323,6531.91110,18.602,0.037
OGLE-LMC-RRLYR-16323,6547.87774,18.310,0.027
OGLE-LMC-RRLYR-16323,6561.84458,18.740,0.043
OGLE-LMC-RRLYR-16323,6571.85133,18.374,0.026
OGLE-LMC-RRLYR-16323,6577.89193,18.640,0.071
OGLE-LMC-RRLYR-16323,6583.79810,18.703,0.043
OGLE-LMC-RRLYR-16323,6608.83837,18.725,0.032
OGLE-LMC-RRLYR-16323,6612.77461,18.767,0.040
OGLE-LMC-RRLYR-16323,6616.73646,18.678,0.041
OGLE-LMC-RRLYR-16323,6622.79042,18.479,0.034
OGLE-LMC-RRLYR-16323,6628.81810,18.657,0.036
OGLE-LMC-RRLYR-16323,6638.74388,18.770,0.034
OGLE-LMC-RRLYR-16323,6645.74144,18.358,0.032
OGLE-LMC-RRLYR-16323,6649.74837,18.606,0.033
OGLE-LMC-RRLYR-16323,6654.76853,18.749,0.032
OGLE-LMC-RRLYR-16323,6658.78741,18.747,0.030
OGLE-LMC-RRLYR-16323,6662.77696,18.189,0.028
OGLE-LMC-RRLYR-16323,6667.83396,18.564,0.042
OGLE-LMC-RRLYR-16323,6672.78192,18.730,0.063
OGLE-LMC-RRLYR-16323,6680.77622,18.791,0.043
OGLE-LMC-RRLYR-16323,6690.66888,18.343,0.029
OGLE-LMC-RRLYR-16323,6697.71752,18.645,0.034
OGLE-LMC-RRLYR-16323,6705.68284,18.759,0.056
OGLE-LMC-RRLYR-16323,6712.65013,18.166,0.026
OGLE-LMC-RRLYR-16323,6722.61094,18.649,0.037
OGLE-LMC-RRLYR-16323,6736.62218,18.237,0.042
OGLE-LMC-RRLYR-16323,6871.93138,18.632,0.055
OGLE-LMC-RRLYR-16323,6887.92970,18.696,0.061
OGLE-LMC-RRLYR-16323,6896.90001,18.737,0.049
OGLE-LMC-RRLYR-16323,6907.88274,18.483,0.037
OGLE-LMC-RRLYR-16323,6926.81182,18.322,0.029
OGLE-LMC-RRLYR-16323,6932.82045,18.468,0.035
OGLE-LMC-RRLYR-16323,6938.80588,18.662,0.052
OGLE-LMC-RRLYR-16323,6942.80339,18.704,0.040
OGLE-LMC-RRLYR-16323,6950.85420,18.322,0.027
OGLE-LMC-RRLYR-16323,6956.85702,18.584,0.041
OGLE-LMC-RRLYR-16323,6961.85162,18.681,0.043
OGLE-LMC-RRLYR-16323,6967.72306,18.628,0.073
OGLE-LMC-RRLYR-16323,6970.75934,18.709,0.051
OGLE-LMC-RRLYR-16323,6972.78311,18.241,0.029
OGLE-LMC-RRLYR-16323,6973.72853,18.778,0.048
OGLE-LMC-RRLYR-16323,6973.77403,18.127,0.027
OGLE-LMC-RRLYR-16323,6974.79900,18.296,0.030
OGLE-LMC-RRLYR-16323,6975.71420,18.360,0.042
OGLE-LMC-RRLYR-16323,6976.84202,18.467,0.036
OGLE-LMC-RRLYR-16323,6977.73804,18.305,0.027
OGLE-LMC-RRLYR-16323,6980.76550,18.528,0.032
OGLE-LMC-RRLYR-16323,6987.79649,18.751,0.049
OGLE-LMC-RRLYR-16323,6992.76864,18.787,0.040
OGLE-LMC-RRLYR-16323,6997.77443,18.220,0.035
OGLE-LMC-RRLYR-16323,7002.71827,18.397,0.033
OGLE-LMC-RRLYR-16323,7007.72957,18.606,0.040
OGLE-LMC-RRLYR-16323,7013.68299,18.745,0.044
OGLE-LMC-RRLYR-16323,7015.77083,18.779,0.041
OGLE-LMC-RRLYR-16323,7016.66624,18.724,0.046
OGLE-LMC-RRLYR-16323,7017.69846,18.745,0.050
OGLE-LMC-RRLYR-16323,7018.68389,18.726,0.041
OGLE-LMC-RRLYR-16323,7019.74684,18.139,0.025
OGLE-LMC-RRLYR-16323,7020.65863,18.783,0.042
OGLE-LMC-RRLYR-16323,7024.76652,18.507,0.039
OGLE-LMC-RRLYR-16323,7028.71970,18.537,0.042
OGLE-LMC-RRLYR-16323,7032.77406,18.695,0.038
OGLE-LMC-RRLYR-16323,7037.74945,18.772,0.037
OGLE-LMC-RRLYR-16323,7042.74706,18.191,0.021
OGLE-LMC-RRLYR-16323,7047.71023,18.376,0.033
OGLE-LMC-RRLYR-16323,7051.73882,18.663,0.035
OGLE-LMC-RRLYR-16323,7056.67923,18.675,0.054
OGLE-LMC-RRLYR-16323,7060.67824,18.731,0.046
OGLE-LMC-RRLYR-16323,7061.70650,18.731,0.050
OGLE-LMC-RRLYR-16323,7062.67099,18.790,0.050
OGLE-LMC-RRLYR-16323,7062.69770,18.728,0.044
OGLE-LMC-RRLYR-16323,7063.65825,18.708,0.049
OGLE-LMC-RRLYR-16323,7064.72165,18.288,0.032
OGLE-LMC-RRLYR-16323,7065.70672,18.106,0.034
OGLE-LMC-RRLYR-16323,7066.70242,18.129,0.026
OGLE-LMC-RRLYR-16323,7069.66764,18.213,0.029
OGLE-LMC-RRLYR-16323,7074.67889,18.567,0.056
OGLE-LMC-RRLYR-16323,7080.59459,18.600,0.039
OGLE-LMC-RRLYR-16323,7083.62137,18.752,0.048
OGLE-LMC-RRLYR-16323,7086.63039,18.722,0.052
OGLE-LMC-RRLYR-16323,7091.61037,18.438,0.033
OGLE-LMC-RRLYR-16323,7103.57836,18.622,0.034
OGLE-LMC-RRLYR-16323,7110.51316,18.668,0.047
OGLE-LMC-RRLYR-16323,7112.58866,18.813,0.068
OGLE-LMC-RRLYR-16323,7115.58524,18.210,0.040
OGLE-LMC-RRLYR-16323,7119.54329,18.247,0.036
OGLE-LMC-RRLYR-16323,7126.53431,18.553,0.036
OGLE-LMC-RRLYR-16323,7131.53884,18.760,0.055
OGLE-LMC-RRLYR-16323,7134.50915,18.742,0.051
OGLE-LMC-RRLYR-16323,7137.53906,18.805,0.051
OGLE-LMC-RRLYR-16323,7143.50371,18.226,0.057
OGLE-LMC-RRLYR-16323,7277.91044,18.834,0.095
OGLE-LMC-RRLYR-16323,7292.84315,18.632,0.056
OGLE-LMC-RRLYR-16323,7294.80686,18.646,0.053
OGLE-LMC-RRLYR-16323,7297.80556,18.735,0.056
OGLE-LMC-RRLYR-16323,7304.88446,18.170,0.031
OGLE-LMC-RRLYR-16323,7312.80186,18.448,0.035
OGLE-LMC-RRLYR-16323,7322.75617,18.626,0.059
OGLE-LMC-RRLYR-16323,7327.85890,18.174,0.038
OGLE-LMC-RRLYR-16323,7339.76729,18.592,0.034
OGLE-LMC-RRLYR-16323,7345.72586,18.644,0.046
OGLE-LMC-RRLYR-16323,7354.80271,18.371,0.038
OGLE-LMC-RRLYR-16323,7361.82555,18.565,0.044
OGLE-LMC-RRLYR-16323,7366.69811,18.663,0.040
OGLE-LMC-RRLYR-16323,7373.85149,18.242,0.032
OGLE-LMC-RRLYR-16323,7377.82340,18.453,0.032
OGLE-LMC-RRLYR-16323,7382.72164,18.407,0.037
OGLE-LMC-RRLYR-16323,7385.73513,18.573,0.043
OGLE-LMC-RRLYR-16323,7390.75696,18.682,0.035
OGLE-LMC-RRLYR-16323,7399.76157,18.174,0.034
OGLE-LMC-RRLYR-16323,7404.75118,18.505,0.033
OGLE-LMC-RRLYR-16323,7408.72428,18.611,0.044
OGLE-LMC-RRLYR-16323,7410.72567,18.785,0.059
OGLE-LMC-RRLYR-16323,7413.68842,18.636,0.055
OGLE-LMC-RRLYR-16323,7416.69535,18.732,0.041
OGLE-LMC-RRLYR-16323,7424.63775,18.540,0.032
OGLE-LMC-RRLYR-16323,7427.66923,18.352,0.031
OGLE-LMC-RRLYR-16323,7431.66463,18.489,0.033
OGLE-LMC-RRLYR-16323,7435.65757,18.659,0.037
OGLE-LMC-RRLYR-16323,7439.66409,18.743,0.057
OGLE-LMC-RRLYR-16323,7443.63496,18.771,0.042
OGLE-LMC-RRLYR-16323,7449.64070,18.233,0.029
OGLE-LMC-RRLYR-16323,7453.61606,18.443,0.028
OGLE-LMC-RRLYR-16323,7462.62984,18.699,0.034
OGLE-LMC-RRLYR-16323,7466.57731,18.767,0.058
OGLE-LMC-RRLYR-16323,7472.58410,18.186,0.033
OGLE-LMC-RRLYR-16323,7476.53983,18.263,0.029
OGLE-LMC-RRLYR-16323,7488.49363,18.618,0.040
OGLE-LMC-RRLYR-16323,7499.51675,18.171,0.035
OGLE-LMC-RRLYR-16323,7507.48895,18.496,0.033
OGLE-LMC-RRLYR-12984,5260.61418,18.460,0.037
OGLE-LMC-RRLYR-12984,5261.52922,18.245,0.029
OGLE-LMC-RRLYR-12984,5262.62585,18.567,0.035
OGLE-LMC-RRLYR-12984,5263.60665,18.390,0.036
OGLE-LMC-RRLYR-12984,5264.59446,18.507,0.035
OGLE-LMC-RRLYR-12984,5265.52341,18.293,0.034
OGLE-LMC-RRLYR-12984,5266.58826,18.280,0.036
OGLE-LMC-RRLYR-12984,5267.60064,18.388,0.038
OGLE-LMC-RRLYR-12984,5268.58427,18.163,0.034
OGLE-LMC-RRLYR-12984,5269.55349,18.362,0.033
OGLE-LMC-RRLYR-12984,5270.57061,18.237,0.027
OGLE-LMC-RRLYR-12984,5271.56245,18.402,0.033
OGLE-LMC-RRLYR-12984,5273.55139,18.461,0.033
OGLE-LMC-RRLYR-12984,5274.58239,18.304,0.033
OGLE-LMC-RRLYR-12984,5275.56585,18.487,0.033
OGLE-LMC-RRLYR-12984,5276.56148,18.273,0.027
OGLE-LMC-RRLYR-12984,5279.54992,18.603,0.050
OGLE-LMC-RRLYR-12984,5280.54819,18.389,0.036
OGLE-LMC-RRLYR-12984,5281.52513,18.430,0.039
OGLE-LMC-RRLYR-12984,5282.54406,18.356,0.033
OGLE-LMC-RRLYR-12984,5283.49571,18.270,0.050
OGLE-LMC-RRLYR-12984,5286.52515,18.404,0.038
OGLE-LMC-RRLYR-12984,5288.54182,18.463,0.039
OGLE-LMC-RRLYR-12984,5291.53331,18.306,0.033
OGLE-LMC-RRLYR-12984,5294.56510,18.256,0.035
OGLE-LMC-RRLYR-12984,5295.48631,18.388,0.042
OGLE-LMC-RRLYR-12984,5296.57627,18.158,0.031
OGLE-LMC-RRLYR-12984,5298.55692,18.187,0.033
OGLE-LMC-RRLYR-12984,5301.51706,18.489,0.040
OGLE-LMC-RRLYR-12984,5306.51448,18.376,0.035
OGLE-LMC-RRLYR-12984,5307.54256,18.313,0.036
OGLE-LMC-RRLYR-12984,5310.54263,18.457,0.050
OGLE-LMC-RRLYR-12984,5313.49172,18.178,0.044
OGLE-LMC-RRLYR-12984,5314.50643,18.501,0.060
OGLE-LMC-RRLYR-12984,5321.46862,18.322,0.042
OGLE-LMC-RRLYR-12984,5323.48798,18.399,0.038
OGLE-LMC-RRLYR-12984,5324.48710,18.116,0.039
OGLE-LMC-RRLYR-12984,5326.49504,18.198,0.030
OGLE-LMC-RRLYR-12984,5328.49809,18.247,0.035
OGLE-LMC-RRLYR-12984,5337.48252,18.121,0.036
OGLE-LMC-RRLYR-12984,5341.48251,18.225,0.049
OGLE-LMC-RRLYR-12984,5430.90370,18.444,0.036
OGLE-LMC-RRLYR-12984,5439.91309,18.445,0.038
OGLE-LMC-RRLYR-12984,5445.84590,18.495,0.035
OGLE-LMC-RRLYR-12984,5449.83086,18.561,0.032
OGLE-LMC-RRLYR-12984,5453.88591,18.210,0.023
OGLE-LMC-RRLYR-12984,5455.85950,18.208,0.023
OGLE-LMC-RRLYR-12984,5457.90259,18.291,0.026
OGLE-LMC-RRLYR-12984,5462.89871,18.293,0.031
OGLE-LMC-RRLYR-12984,5465.86143,18.460,0.051
OGLE-LMC-RRLYR-12984,5468.82818,18.184,0.026
OGLE-LMC-RRLYR-12984,5470.80063,18.196,0.024
OGLE-LMC-RRLYR-12984,5471.85098,18.466,0.030
OGLE-LMC-RRLYR-12984,5473.77909,18.468,0.030
OGLE-LMC-RRLYR-12984,5477.75486,18.586,0.027
OGLE-LMC-RRLYR-12984,5478.79532,18.377,0.026
OGLE-LMC-RRLYR-12984,5481.73453,18.299,0.027
OGLE-LMC-RRLYR-12984,5482.78531,18.424,0.028
OGLE-LMC-RRLYR-12984,5484.77941,18.462,0.028
OGLE-LMC-RRLYR-12984,5485.78879,18.240,0.023
OGLE-LMC-RRLYR-12984,5486.87416,18.498,0.040
OGLE-LMC-RRLYR-12984,5487.87085,18.386,0.028
OGLE-LMC-RRLYR-12984,5488.87978,18.282,0.028
OGLE-LMC-RRLYR-12984,5490.73077,18.487,0.037
OGLE-LMC-RRLYR-12984,5491.75128,18.330,0.031
OGLE-LMC-RRLYR-12984,5492.77383,18.291,0.030
OGLE-LMC-RRLYR-12984,5493.79614,18.394,0.035
OGLE-LMC-RRLYR-12984,5494.84086,18.214,0.033
OGLE-LMC-RRLYR-12984,5495.79805,18.477,0.035
OGLE-LMC-RRLYR-12984,5496.79586,18.161,0.036
OGLE-LMC-RRLYR-12984,5497.82604,18.460,0.037
OGLE-LMC-RRLYR-12984,5499.73304,18.479,0.034
OGLE-LMC-RRLYR-12984,5502.80321,18.301,0.026
OGLE-LMC-RRLYR-12984,5503.75844,18.549,0.028
OGLE-LMC-RRLYR-12984,5505.72812,18.585,0.039
OGLE-LMC-RRLYR-12984,5506.74561,18.348,0.023
OGLE-LMC-RRLYR-12984,5507.76374,18.128,0.019
OGLE-LMC-RRLYR-12984,5509.67210,18.292,0.026
OGLE-LMC-RRLYR-12984,5510.72803,18.459,0.030
OGLE-LMC-RRLYR-12984,5511.70423,18.177,0.025
OGLE-LMC-RRLYR-12984,5512.74729,18.423,0.026
OGLE-LMC-RRLYR-12984,5513.71759,18.245,0.025
OGLE-LMC-RRLYR-12984,5514.75014,18.489,0.028
OGLE-LMC-RRLYR-12984,5515.66740,18.280,0.032
OGLE-LMC-RRLYR-12984,5516.75296,18.535,0.029
OGLE-LMC-RRLYR-12984,5517.66610,18.302,0.030
OGLE-LMC-RRLYR-12984,5518.76249,18.411,0.055
OGLE-LMC-RRLYR-12984,5519.68891,18.325,0.047
OGLE-LMC-RRLYR-12984,5521.70578,18.397,0.040
OGLE-LMC-RRLYR-12984,5522.73090,18.171,0.034
OGLE-LMC-RRLYR-12984,5523.69559,18.388,0.033
OGLE-LMC-RRLYR-12984,5524.70403,18.177,0.025
OGLE-LMC-RRLYR-12984,5525.73711,18.422,0.027
OGLE-LMC-RRLYR-12984,5526.68914,18.268,0.026
OGLE-LMC-RRLYR-12984,5527.76987,18.533,0.029
OGLE-LMC-RRLYR-12984,5528.71096,18.331,0.031
OGLE-LMC-RRLYR-12984,5529.69124,18.500,0.033
OGLE-LMC-RRLYR-12984,5530.69847,18.292,0.028
OGLE-LMC-RRLYR-12984,5531.78166,18.307,0.021
OGLE-LMC-RRLYR-12984,5532.68980,18.331,0.025
OGLE-LMC-RRLYR-12984,5533.71313,18.401,0.030
OGLE-LMC-RRLYR-12984,5534.74465,18.413,0.029
OGLE-LMC-RRLYR-12984,5535.72149,18.177,0.023
OGLE-LMC-RRLYR-12984,5536.72413,18.401,0.026
OGLE-LMC-RRLYR-12984,5539.73438,18.234,0.024
OGLE-LMC-RRLYR-12984,5540.81853,18.529,0.031
OGLE-LMC-RRLYR-12984,5541.68469,18.298,0.031
OGLE-LMC-RRLYR-12984,5542.74309,18.531,0.027
OGLE-LMC-RRLYR-12984,5543.77464,18.388,0.034
OGLE-LMC-RRLYR-12984,5544.76212,18.433,0.029
OGLE-LMC-RRLYR-12984,5545.75139,18.354,0.030
OGLE-LMC-RRLYR-12984,5546.70106,18.518,0.037
OGLE-LMC-RRLYR-12984,5547.76086,18.450,0.037
OGLE-LMC-RRLYR-12984,5548.72211,18.123,0.026
OGLE-LMC-RRLYR-12984,5549.68699,18.412,0.036
OGLE-LMC-RRLYR-12984,5550.74085,18.214,0.031
OGLE-LMC-RRLYR-12984,5551.69835,18.429,0.044
OGLE-LMC-RRLYR-12984,5553.74440,18.487,0.038
OGLE-LMC-RRLYR-12984,5554.67772,18.231,0.040
OGLE-LMC-RRLYR-12984,5556.69233,18.296,0.027
OGLE-LMC-RRLYR-12984,5557.67349,18.502,0.029
OGLE-LMC-RRLYR-12984,5558.67440,18.324,0.028
OGLE-LMC-RRLYR-12984,5559.69204,18.462,0.042
OGLE-LMC-RRLYR-12984,5560.65625,18.341,0.024
OGLE-LMC-RRLYR-12984,5561.69004,18.286,0.031
OGLE-LMC-RRLYR-12984,5562.70939,18.399,0.027
OGLE-LMC-RRLYR-12984,5563.64336,18.206,0.028
OGLE-LMC-RRLYR-12984,5565.67526,18.179,0.021
OGLE-LMC-RRLYR-12984,5566.70193,18.441,0.029
OGLE-LMC-RRLYR-12984,5568.72224,18.524,0.040
OGLE-LMC-RRLYR-12984,5569.71680,18.299,0.028
OGLE-LMC-RRLYR-12984,5570.75634,18.482,0.039
OGLE-LMC-RRLYR-12984,5571.68733,18.346,0.025
OGLE-LMC-RRLYR-12984,5572.80455,18.134,0.027
OGLE-LMC-RRLYR-12984,5575.70886,18.438,0.031
OGLE-LMC-RRLYR-12984,5576.68306,18.125,0.020
OGLE-LMC-RRLYR-12984,5577.68500,18.489,0.031
OGLE-LMC-RRLYR-12984,5578.69160,18.235,0.029
OGLE-LMC-RRLYR-12984,5579.74255,18.502,0.046
OGLE-LMC-RRLYR-12984,5580.68657,18.237,0.025
OGLE-LMC-RRLYR-12984,5581.68871,18.448,0.036
OGLE-LMC-RRLYR-12984,5582.69567,18.307,0.033
OGLE-LMC-RRLYR-12984,5583.70244,18.535,0.032
OGLE-LMC-RRLYR-12984,5584.68845,18.341,0.028
OGLE-LMC-RRLYR-12984,5585.68832,18.514,0.036
OGLE-LMC-RRLYR-12984,5586.65209,18.379,0.033
OGLE-LMC-RRLYR-12984,5587.63424,18.508,0.040
OGLE-LMC-RRLYR-12984,5588.73818,18.452,0.034
OGLE-LMC-RRLYR-12984,5589.64424,18.207,0.023
OGLE-LMC-RRLYR-12984,5591.68155,18.215,0.021
OGLE-LMC-RRLYR-12984,5592.66379,18.445,0.025
OGLE-LMC-RRLYR-12984,5593.64679,18.224,0.027
OGLE-LMC-RRLYR-12984,5594.66298,18.469,0.031
OGLE-LMC-RRLYR-12984,5595.64163,18.294,0.024
OGLE-LMC-RRLYR-12984,5596.70477,18.516,0.029
OGLE-LMC-RRLYR-12984,5597.62223,18.299,0.028
OGLE-LMC-RRLYR-12984,5598.68855,18.531,0.031
OGLE-LMC-RRLYR-12984,5599.65215,18.334,0.029
OGLE-LMC-RRLYR-12984,5600.68488,18.254,0.021
OGLE-LMC-RRLYR-12984,5601.66454,18.386,0.025
OGLE-LMC-RRLYR-12984,5602.66324,18.187,0.023
OGLE-LMC-RRLYR-12984,5603.67200,18.446,0.039
OGLE-LMC-RRLYR-12984,5604.67239,18.243,0.029
